title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Galtzagorri Sagardotegia,Restaurante informal que sirve sidra y platos tradicionales generosos de carne pescado y marisco.,956,"4,3",10-20€,,"De la Cosa Juan Kalea, 20, 48004 Bilbo, Bizkaia","{'miércoles': ['11:00–18:00'], 'jueves': ['11:00–18:00'], 'viernes': ['11:00–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['11:00–18:00'], 'lunes': ['11:00–18:00'], 'martes': ['11:00–18:00']}",944 11 61 11,"['Un menú excelente, por 14€ nunca he comido tan bien (los primeros deliciosos y la carne de los segundos tiernísima), la todo platos caseros. El servicio majísimo también. Pasamos…Más', 'Hemos ido a comer, domingo, menú del día. Buenísimo todo. Las camareras de 10, tienen un trato al cliente espectacular, lo mismo a los conocidos que a los…Más', 'Llegamos sin reserva, pero en media hora teníamos la mesa lista y pudimos degustar un a comida excelente a un precio muy muy asequible. Muchas gracias y, si…Más']","['Sidrería Galtzagorri. Te ofrecemos un menu para cualquier ocasión para cualquier plan compañia o día de la semana. Una buena cocina un buen servicio y...', 'El restaurante Galtzagorri Sagardotegia está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Comida típica vasca menú sidrería  alubiadas kupelas de sidra muy cerca del metro salida basarrate santutxu Juan de la cosa 20 .tlf de reservas 944116111.']"
Bislacco,,151,"4,0",1-10€,,"de 14, Allende Particular Kalea, 48004 Bilbao, Biscay","{'miércoles': ['11:00–23:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–1:00'], 'sábado': ['12:00–1:00'], 'domingo': ['12:30–22:00'], 'lunes': ['16:00–23:00'], 'martes': ['11:00–23:00']}",,"['Lugar con buen ambiente. La atención deja bastante que desear a pesar de no tener en ese momento un volumen de trabajo grande. Las pizzas no estaban mal, la masa un poco gom…Más', 'Pizzas riquísimas. 👌🏼Y también muy buenos vinos italianos.…Más', 'Terraza agradable para tomar algo con buen tiempo.\nEl burrito de pollo deberia de llamarse, burrito con queso ya que el.pollo…Más']","['Ubicación y contacto · Excelente · Muy bueno · Normal · Malo · Pésimo 3. Lee lo que dicen...', 'Consigue las mejores ofertas para Bislacco en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'Bislacco Italian Lounge Bar Bilbao. 313 To se mi líbí · Byli tady 73. Bislacco es el unico y autentico gastrobar en Bilbao donde probar los verdaderos...']"
Aukera Taberna,,3,"4,3",,Tiene terraza,"Arsuaga Kalea, 2, 48004 Bilbo, Bizkaia","{'miércoles': ['10:00–22:00'], 'jueves': ['10:00–22:00'], 'viernes': ['10:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['10:00–22:00'], 'lunes': ['10:00–22:00'], 'martes': ['10:00–22:00']}",,"['Buen trato, buena música y situado en la zona de Santutxu.']","['Translated by Google Good treatment good music and located in the Santutxu area. Original Buen trato buena música y situado en la zona de Santutxu.', 'Aukera Taberna is on Facebook. Join Facebook to connect with Aukera Taberna and others you ... Lives in Bilbao Spain. Photos. \U000f190a. Friends. \U000f160b. Photos. More...', 'Hainbat aukera dituzu: eguneko menua karta eta pikoteoa. Taldeentzako hiru menu bereziak daude enkarguz. Bi pisu daukagu: goian jatetxea eta behean barra...']"
Pequeño rancho,,132,"4,4",1-10€,,"Karmelo Kalea, 15, 48004 Bilbo, Bizkaia","{'miércoles': ['9:30–23:00'], 'jueves': ['9:30–23:00'], 'viernes': ['9:30–23:00'], 'sábado': ['9:30–23:00'], 'domingo': ['12:30–22:00'], 'lunes': ['9:30–23:00'], 'martes': ['9:30–23:00']}",,"['Ya he estado varias veces y lamento no haberlo recomendado antes. Vamos cada cierto tiempo a Bilbao a ver a la familia. Y ya es religion ir a este bar de…Más', 'Tienen un producto muy bueno y de muy buena calidad una barra excelente con todo tipo de pinchos pero principalmente los sábados suelen poner una rabas…Más', 'Buen sitio para comer pintos,y muy bien presentados…Más']","['Consigue las mejores ofertas para Pequeño rancho en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', '19 ene 2024 — Pequeño rancho n.º 801 entre los pubs y bares de Bilbao: 126 opiniones y 1 foto detallada. Localízalo en el mapa y llama para reservar...', 'Volver al listado Empresas de BILBAO Nueva búsqueda Llamar a 944129305 Ir al mapa. EL PEQUEÑO RANCHO. Karmelo 15 48004 BILBAO. 944129305. Acepto la política...']"
KD. Komo Desees,,431,"4,5",€,,"Santa Clara Kalea, 3, 48006 Bilbo, Bizkaia","{'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–22:00'], 'sábado': ['8:30–22:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00']}",,"['Es un lugar para mi gusto poco abierto al público. Decorado muy en oscuro y con poca luz. No invita a entrar.…Más', 'Todo detalles y la mejor tortilla de bakalao.\nDisfruten de la vista en la foto que yo ya me pedido mi ración.\nY mucho ánimo en estos duros momentos para toda la hosteleria.', 'Local genial ambiente único gente auntentica Iñaki el mejor camarero y amigo y Esti y Patri un diez']","['21 feb 2024 — Este bar te ofrece unos atrayentes pintxos un bien trabajado pescado y unas caseras tortillas. Recomienda a sus clientes distintas...', 'KD. Komo Desees en Bilbao. Santa Clara Kalea 3  Biscay Bilbao · 663 04 19 62. Las mejores Terrazas.', 'La carta actualizada de KD. Komo Desees pub y bar. Precios y opiniones de los clientes sobre sus platos.']"
Bar Nautilus,,13,"4,7",€,,"De la Cosa Juan Kalea, 15, 48004 Bilbo, Bizkaia","{'miércoles': ['7:00–22:30'], 'jueves': ['7:00–22:30'], 'viernes': ['7:00–22:30'], 'sábado': ['9:00–23:00'], 'domingo': ['9:00–23:00'], 'lunes': ['7:00–22:30'], 'martes': ['7:00–22:30']}",,"['Buena gente, con ganas de agradar y buen ambiente...', 'Si quieres picar algo bueno.sabroso y económico. Este es tu sitio', 'Pinchos muy ricos cazuelitas variadas y un trato muy familiar muy recomendable']","['Bar Nautilus en Bilbao. De la Cosa Juan Kalea 15  Biscay Bilbao · 680 80 65 81. Las mejores Terrazas. 94. Basado en 13 opiniones encontradas en 1 webs...', '9 ene 2024 — Bar Nautilus n.º 162 entre los pubs y bares de Bilbao: 13 opiniones y 14 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Volver al listado Empresas de BILBAO Nueva búsqueda Llamar a 944730825 Ir al mapa. BAR NAUTILUS. Juan de la Cosa 15 48004 BILBAO. 944730825. Acepto la...']"
Ruta 66 Bar,,122,"4,6",€,,"Santutxu Kalea, 26, 48004 Bilbo, Bizkaia","{'miércoles': ['10:00–23:00'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['12:00–15:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00']}",,"['Un bar con solera y mucha historia. Decorado al milímetro por Mar y Goyo, no te lo puedes perder tanto si eres motero como si no. Bar PET FRIENDLY, donde tratan a nuestros perr…Más', 'El mejor ambiente motero de Bilbao! Pintxos diferentes y exquisitos. Ojo cuidado si pedís picante. Con Goyo y Mar siempre bien!', 'Maravilloso bar, buena música excelente trato y un sitio que merece la pena visy']","['12 feb 2024 — Este bar está orgulloso de sus singulares pintxos. Su estupendo servicio es un enorme beneficio. Una decoración hogareña y su ambiente moderno...', 'Bar Ruta 66 · Página · Bar de tapas y restaurante · +34 655 67 36 98 · Todavía sin calificar 2 opiniones · No hay publicaciones disponibles.', 'Ruta 66 Bar en Bilbao. Santutxu Kalea 26  Biscay Bilbao · 687 90 37 92. Las...']"
MERAKI BAR & COCKTAILS,,51,"4,9",1-10€,,"Calle Santo Rosario, 1, 48004 Bilbo, Bizkaia","{'miércoles': ['10:00–15:30', '19:00–23:30'], 'jueves': ['10:00–15:30', '19:00–1:00'], 'viernes': ['10:00–15:30', '19:00–2:30'], 'sábado': ['11:30–15:30', '19:00–2:00'], 'domingo': ['12:00–16:00', '19:00–22:30'], 'lunes': ['Cerrado'], 'martes': ['10:00–15:30', '19:00–23:30']}",,"['Me ha encantado. Vadim ha dejado el local muy acogedor y agradable. La semana que viene le traen la mesa nuevas y ya será perfecto.…Más', 'Un bar muy bonito perfecto para disfrutar de unos cócteles estupendo buena música y unos pintxos increíbles…Más', 'Nuevo bar al lado del metro de Santutxu. Gran variedad de cervezas y pintxos. No podéis iros sin probar los cócteles, el mojito es la especialidad de la casa,…Más']","['Meraki Bar & Cocktails · Horario de apertura · Envíenos su mensaje · Su mensaje ha sido enviado. · Aviso legal · vadim · gonta gonta · Calle Santo Rosario 1 · 48004.', 'Meraki Bar & Cocktails · Opening hours · Send us your message · Your message has been sent. · Imprint · vadim · gonta gonta · Calle Santo Rosario 1 · 48004.', '1 dic 2023 — MERAKI BAR & COCKTAILS n.º 20 entre los pubs y bares de Bilbao: 43 opiniones. Localízalo en el mapa y llama para reservar mesa.']"
Taberna Beroa,,583,"4,4",1-10€,,"Karmelo Kalea, 11, 48004 Bilbo, Bizkaia","{'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–22:00'], 'sábado': ['8:00–22:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00']}",,"['Mi lugar favorito para desayunar!\nSon bastante rápidas y tienen mucha variedad de tortilla que se agradece.…Más', 'Solo bebí. No puedo opinar sobre la comida. Personal chica muy atenta. Tienen caldo. Muy agradable el sitio…Más', 'Suelo ir a desayunar a las mañanas.\nSi valoro las cosas por separado a lo mejor influye en la experiencia que quiero…Más']","['Taberna Beroa · Puntuaciones y opiniones · Comida y ambiente · Ubicación y contacto. Karmelo Kalea 11 48004 Bilbao España.', 'Bar situado en la calle karmelo junto al ascensor del metro de la salida del karmelo Santutxu. Muy buenos desayunos y con muy buen precio. Gran variedad de...', 'Ubicación y contacto. Rodriguez Arias 58 48013 Bilbao España. Indautxu.']"
Bar Ordunte,,317,"4,3",10-20€,,"Grupo, Sagarminaga Kalea, 27, BAJO LONJA, 48004 Bilbo, Bizkaia","{'miércoles': ['5:30–23:00'], 'jueves': ['5:30–23:00'], 'viernes': ['8:00–23:30'], 'sábado': ['8:00–23:30'], 'domingo': ['8:00–23:30'], 'lunes': ['5:30–23:00'], 'martes': ['5:30–23:00', 'Confirmado por esta empresa hace 2 semanas']}",,"['Espectacular en todos los aspectos. Tanto en desayunos como en resto de comidas muy muy rico. Un servicio impecable, una amabilidad de agradecer. Todo muy…Más', 'El cocinero nos recomendó las patatas con una salsa que el dice así las come el y no nos a decepcionado, muy muy ricas y las hamburguesas están de lujo, los camareros todos…Más', 'Me tomé un café con leche muy rico y un bocadillo también muy bueno.\nLa barra de pintxos es grande y nos atendieron muy bien. E…Más']","['ESTAMOS A JUERNES ‼️‼️ Cocina abierta desde las 20:00. Si buscas producto de calidad y el mejor precio te esperamos en Bar Ordunte . Reservas al 608859749 #cenas...', 'Detalles · Tipos de cocina. Bar Café Bares para comer Española · Comidas. Desayuno Comidas Cenas Brunch Bebidas · VENTAJAS. Para llevar Terraza exterior...', 'Bar Ordunte Bilbao. 673 Me gusta · 38 personas están hablando de esto · 260 personas han estado aquí. Bar Ordunte es un bar-cafetería de barrio donde...']"
Luberri Taberna,,314,"4,5",10-20€,,"Santutxu Kalea, 39, 48004 Bilbo, Bizkaia","{'miércoles': ['8:00–21:30'], 'jueves': ['8:00–21:30'], 'viernes': ['8:00–21:30'], 'sábado': ['8:30–15:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–21:30'], 'martes': ['8:00–21:30']}",,"['Menú del día 14 €, medio menú 9,50 €. 5 primeros, 7 segundos y varios postres a elegir. Platos bien preparados y presentados. Servicio atento y rápido. Relación calidad/precio notable.…Más', 'Comimos muy bien de menú, con mucha variedad y una atención excelente. Cuando volvamos a Bilbao, repetiremos sin duda.', 'Buen menú a precio muy asequible 14€,y atención muy buena…Más']","['Luberri taberna · Page · Dive Bar · +34 946 85 59 33 · Rating · 4.8 30 Reviews.', 'Luberri Taberna Bilbao: Consulta 8 opiniones sobre Luberri Taberna con puntuación 45 de 5 y clasificado en Tripadvisor N.°670 de 1.205 restaurantes en...', 'Luberri taberna Bilbao. 616 Me gusta · 13 personas están hablando de esto · 51 personas han estado aquí. Luberri taberna especialidad en pinchos...']"
BAR GALBI pintxos morunos,,142,"4,5",1-10€,,"Plaza Arquitecto Ricardo Bastida, Bonaparte Luis Luciano Kalea, 28, 48004 Bilbo, Bizkaia","{'miércoles': ['19:00–22:30'], 'jueves': ['19:00–22:30'], 'viernes': ['19:00–23:30'], 'sábado': ['13:00–15:00', '19:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['19:00–22:30']}",,"['Local de toda la vida, atendiendo siempre con una sonrisa y los pintxos morunos buenísimos, parada obligatoria cada vez que vuelvo a Santutxu…Más', 'Voy mucho a este bar en el que solo sirven pinchos morunos. Los mejores pinchos morunos que yo he probado . Volveré muchas veces más.…Más', 'Pintxos morunos ricos ricos...\nTienen un picante especial para morirse... (Hay que pedirlo expresamente porque es mucho mas picante que el normal)…Más']","['BAR GALBI pintxos morunos · Testimonios · Galería · Contactar. Contacto. Llamar ahora. 683 16 45 99...', 'Bokatas De 2 Pinchos. Bocata de carne de cordero adobado con especias morunas entre pan y pan. 650 €. add. Pinchos Morunos. Pinchos Morunos. Carne de cordero...', 'Consigue las mejores ofertas para Bar Galbi en Bilbao y conoce la nota y posición en el ranking de GastroRanking. ... Pintxos morunos ricos un pelín caros y cada...']"
Café - Bar Luna Nueva,,135,"4,2",1-10€,,"Sorkunde Kalea, 18, Ibaiondo, 48006 Bilbo, Bizkaia","{'miércoles': ['7:00–22:00'], 'jueves': ['7:00–22:00'], 'viernes': ['7:00–23:30'], 'sábado': ['10:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['7:00–22:00'], 'martes': ['7:00–22:00']}",,"['El Café Bar Luna Nueva está ubicado en una esquina tranquila (para la zona) de Solokoetxe donde cuenta con una terraza amplia en parte cubierta y un local…Más', 'Sitio amplio y agradable ..muy adecuado para celebraciones o para compartir ...todo muy rico y bien presentado y la gente que atiende muy amable ...recomendado…Más', 'El otro día celebramos un cumpleaños con los amigos y los niños y todo genial. Son super majos y muy atentos y el bar es muy agradable. Comimos pintxos muy…Más']","['Detalles · Tipos de cocina. Bar Pub · Comidas. Desayuno Comidas Cenas Bebidas · VENTAJAS. Para llevar Reservas Terraza exterior Restaurante privado...', 'El restaurante ha logrado una puntuación de 7.48 en gastroranking tenemos una breve selección de fotos para que veas cómo son sus platos.', 'Imagen de Café-Bar Luna Nueva Bilbao: Nuestro salón reservado ""El gato con Botas"" para cumpleaños y eventos privados. . Consulta 61 fotos y videos de...']"
Bar Ganeko,,75,"4,2",1-10€,,"Allende Particular Kalea, N° 4, 48004 Bilbo, Bizkaia",{},,"['El trato fue genial, pero el servicio tanto para pedir como para llevarte los productos es cosecha propia, solo tiene un camarero en barra. Los pinchos están muy ricos y de precio es …Más', 'Bar Santutxutarra,en el cual nada màs entrar te sorprende la buena mùsica.El bar como los chorros del oro.Pintxos variados para todos los gustos y una camarera super maja(Què…Más', 'Buen ambiente, Ruth muy agradable y simpática y los pintxos los mejores.\nY la celebración de cumpleaños de lo mejor☺️…Más']","['Bar de pintxos frente a la zona de poteo de Zugasti. Sacan tortilla de patata muy rica continuamente. La puedes pedir para llevar. El cañero es Estrella Galicia...', '8 ene 2024 — Bar GANEKO n.º 180 entre los pubs y bares de Bilbao: 226 opiniones y 57 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Explora Bilbao con RUTAS bilbaoDendak. Descubre con nuestras rutas guiadas a través del comercio un Bilbao que no conocías.']"
El Refugio,,975,"4,2",20-30€,Tiene terraza· Ideal para ver deportes· Sillas altas disponibles,"Arbidea Kalea, 24, Otxarkoaga - Txurdinaga, 48004 Bilbo, Bizkaia","{'miércoles': ['8:00–22:30'], 'jueves': ['8:00–22:30'], 'viernes': ['8:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–23:00'], 'lunes': ['Cerrado'], 'martes': ['8:00–22:30']}",,"['Un sitio muy agradable el pincho de tortilla delicioso 😋 y el café buenísimo 👏👏😃…Más', ""La última semana de agosto fui con mi marido y primera ronda caña y una 0'0 ya que estaba embarazada,y en la segunda ronda pedí una caña para el y un botellín…Más"", 'Estuve hace meses en este bar y todo era espectacular, pero pase recientemente y ya el chico que lo tenía lo dejo por atender a su hijo y le dejo a sus…Más']","['El restaurante El Refugio GastroBar está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Desde mañana y hasta el día 6 podéis disfrutar de este menú en nuestro #gastrobar ‼️ Para reservas: 944 97 99 23 o 626 48 75 21.', 'Nuestra cocina se basa en la materia prima de la mejor calidad de productos locales con influencias de cocina internacional especialmente oriental.']"
Bar Tainos,,39,"4,8",,Se sirve comida en el bar,"Aita Esteban Pernet Kalea, 11, 48004 Bilbo, Bizkaia","{'miércoles': ['9:00–22:00'], 'jueves': ['9:00–22:00'], 'viernes': ['9:00–22:00'], 'sábado': ['9:30–23:00'], 'domingo': ['11:00–23:00'], 'lunes': ['9:00–22:00'], 'martes': ['9:00–22:00']}",,"['Las palabras se keda cortas,para mí , experiencia,desde ,q abrieron,, buen servicio, limpio, cazuelas,d, todo,se puede pedir por encargo,lo que kieres , todo…Más', 'hemos estado 5 amigos despues de votar en San Mames y la comida ha sido espectacular, destaco los callos morros que siendo purista la salsa no es 100% pimiento…Más', 'Un sitio pequeño pero con una comida y trato espectaculares. Los revueltos de hongos son una delicia. Pero es difícil quedarse con uno de los platos que se…Más']","['Agradable rincón donde degustar pintxos raciones cazuelas y todo lo que se te ocurra! Para comer allí o para llevar. Especialidad en setas de temporada.', '31 ene 2022 — El bar Tainos comparte nombre con el primer pueblo indígena con el ... bilbao callos de cerdo CAsco Viejo garbanzos Grand Prix Henao huevos...', '20 feb 2024 — Bar Tainos n.º 92 entre los pubs y bares de Bilbao: 45 opiniones y 32 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.']"
Bar Donja,,298,"4,1",1-10€,,"Arsuaga Kalea, 2, bajo ,local, 48004 Bilbo, Bizkaia","{'miércoles': ['10:00–20:00'], 'jueves': ['10:00–20:00'], 'viernes': ['10:00–20:00'], 'sábado': ['10:00–20:00'], 'domingo': ['10:00–20:00'], 'lunes': ['10:00–20:00'], 'martes': ['10:00–20:00']}",,"['Muy buen lugar para tomar unas cervecitas y pinchar algo. Siempre que vamos a Bilbao a pasar unos dias vamos a la Zona de Santutxu, y este es uno de nuestros bares de refer…Más', 'Un lugar tranquilo y agradable, el bar no es muy grande pero es acogedor. La atención de las camareras es buena, ya que son atentas.…Más', 'Gente muy amable, comida buena, primer sitio donde picamos algo en Pais Vasco y que nos deja un gran sabor de boca.\nAdemás trabajan la mejor cerveza Estrella Galicia 😜']","['BAR DONJA Bilbao. 463 likes · 1 talking about this. Bar situado en la zona de copas de Santutxu. Músicafiestassorteospromociones de todo para que lo...', '20 feb 2024 — Bar Donja n.º 247 entre los pubs y bares de Bilbao: 299 opiniones y 27 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', '... despedir las navidades en el Donja Berria. Natxo Bilbao and 11 others. \U000f0925 12. \U000f0926 3. \U000f0927 4. Maitane Bilbo. tiene buena pinta....quien es la / el artista...']"
Sorginzulo,,413,"4,3",1-10€,Sirve buenos cócteles· No se aceptan reservas· Se sirve comida en el bar,"Bonaparte Luis Luciano Kalea, 32, 48004 Bilbo, Bizkaia","{'miércoles': ['8:00–22:30'], 'jueves': ['8:00–22:30'], 'viernes': ['8:00–23:30'], 'sábado': ['10:00–23:30'], 'domingo': ['10:00–22:30'], 'lunes': ['8:00–22:30'], 'martes': ['8:00–22:30']}",,"['Buen bar para tomar algo, tienen muchos pintxos en la barra y puedes sentarte en la terraza. Creía que era un bar pero al parecer es una cadena, ya que lo he…Más', 'Nos gustó mucho la experiencia. Los pintxos muy ricos y de gran variedad. Merece la pena pasarse a tomar algo…Más', 'La tortilla está muy rica, pero la educación de la camarera de la mañana brilla por su ausencia. No dudo que tiene mucho trabajo, pero eso no le da ningún derecho a hablar así a la clientela. …Más']","['El restaurante SORGINZULO está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4; Atmósfera:...', 'Sorginzulo los mejores pintxos y potes de Bilbao ...en el corazón del Casco Viejo un rincón de la Plaza Nueva atesora uno de los secretos más preciados de...', 'Concurso #tortilla de Bizkaia 2024 y muchos +!. Prueba nuestros calamares ! Plaza Nueva y Santutxu #Bilbao. Plaza Nueva 12 Bilbao Spain 48005.']"
Bar Izaro,,7,"4,9",,,"Viar Juan Kalea, 4, 48004 Bilbo, Bizkaia","{'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–22:00'], 'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00']}",,[],"['22 feb 2013 — Taberna: Bar Izaro Dirección: Alameda Urkijo 66. Ciudad: Indautxu – Bilbao Teléfono: 944411048 e-mail: –', 'IZARO. Alameda Urquijo 66 48011 Bilbao 94 441 10 48 ander05061de@hotmail.com. Parada de metro: Indautxu. Parte de la buena fama del bar Izaro se debe a su...', 'Consigue las mejores ofertas para Bar Izaro en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Bar Eguiluz,,55,"4,1",,,"Losada Pintor Kalea, 48004 Bilbo, Bizkaia","{'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00'], 'viernes': ['8:30–23:00'], 'sábado': ['9:30–4:00'], 'domingo': ['9:30–23:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00']}",,"['Malísimo bar. Como se ve en la foto, carísimo. Y encima te quedas con hambre. No te sacan la comida a la mesa, no te limpian la mesa, las cazuelas TODAS frías y…Más', 'De vergüenza!!! No vuelvo a este bar en la vida..... Los precios desorbitados para la calidad y cantidad. El pimiento de la tortilla estaba frito y congelado…Más', 'excelente barra de pinchos de destacar la tortilla de patatas exquisita buena atención']","['Ubicación y contacto. Txakur Kalea 4 48005 Bilbao España. A 0...', 'El restaurante Eguiluz nos ofreció una gran experiencia. Comimos una chuleta espléndida que nos deleitó. El servicio atento y muy profesional...', 'Acepta el pago con tarjetas de crédito. Puedes contactar con este negocio en el número de teléfono 944150242 en la web y a través del formulario de contacto.']"
Bar Iker,,43,"4,6",1-10€,Tiene terraza· Sirve buenos cócteles,"Santutxu Kalea, 46, 48004 Bilbo, Bizkaia","{'miércoles': ['8:30–22:30'], 'jueves': ['8:30–22:30'], 'viernes': ['8:30–22:30'], 'sábado': ['9:00–23:00'], 'domingo': ['11:00–16:00'], 'lunes': ['8:30–22:30'], 'martes': ['8:30–22:30']}",,"['Buen café y pintxos diferentes muy ricos. El personal encantador,muy recomendable.…Más', 'Local muy agradable para tomar un café o un vino. Es pequeñito pero cómodo, y en verano ponen terraza fuera. El café está muy rico y además te ponen un trocito de bollo para acompa…Más', 'Pequeño local situado en una de las mejores plazas de Santutxu. Sito en la esquina entre los números 44 y 46 de la calle Santutxu.…Más']","['Cafetería Iker Bilbao. 333 likes · 2 were here. Cafetería situada en Zorroza con especialidad en pinchos y tortillas disponibles también por encargo.', 'Cafetería Iker · Cafetería Iker · Bares-Cafeterías · Astillero 15 · También te pueden interesar · Todos los bares-cafeterías que puedas encontrar. · Descubre...', 'Bar Iker en Bilbao. Santutxu Kalea 46  Biscay Bilbao. Las mejores Terrazas.']"
Nueva Bodega,,226,"4,5",1-10€,,"Santa Luzia K., 13, 48004 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–24:00'], 'sábado': ['8:00–24:00'], 'domingo': ['9:00–16:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00', 'Actualizado por esta empresa hace 11 semanas']}",,"['Estuve este jueves en el bar tomando unas Coca-Colas y unos tacos de bonito y tortilla ,todo muy bueno por cierto. Me kede asombrado yoo y mi pareja…Más', 'Sitios de hamburguesas en Santutxu hay muchos restaurantes, calidad , precio y buen servicio es dificilisimo encontrar, pues bien en este sitio lo encontráis , camareros de 10 , comida de…Más', 'Me encanta , el trato , ambiente , servicio, y esos pinchos de langostinos 😍😍😍…Más']","['En tres palabras: Buen servicio y relación calidad-precio. Contacto. Santa Lucía 13 Bilbao. 946077670 669665431...', 'Nueva Bodega. Nueva Bodega Bilbao. Bares en Bilbao. Danos tu opinión. Contactar Llamar. 946077670. Calle Santa Lucia 13 BILBAO BIZKAIA 48004...', 'Consigue las mejores ofertas para Nueva Bodega en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Café Bar Pernet Food&Darts,,70,"4,3",€,,"Aita Esteban Pernet Kalea, 20, 48004 Bilbo, Bizkaia","{'miércoles': ['13:30–23:30'], 'jueves': ['13:30–23:30'], 'viernes': ['13:30–23:30'], 'sábado': ['13:30–23:30'], 'domingo': ['Cerrado'], 'lunes': ['13:30–23:30'], 'martes': ['13:30–23:30']}",,"['Buen sitio para tomarte un café y un pincho a muy buen precio…Más', 'Sitio muy acogedor con una pequeña terraza, un ambiente familiar muy agradable y una comida exquisita con productos naturales', 'Buena gente ,buen trato y la comida rica ! Lo mejor el Gin Tonic rico ...rico...']","['hace 6 días — Con sus perfectamente elaborados pintxos te llevarás una buena impresión. Un gran número de usuarios dicen que el servicio es gratificante.', 'Café-Bar Pernet Bilbao Spain. 580 likes · 14 talking about this · 214 were here. Food & Darts. ... Café Bar Pernet c/Padre Esteban Pernet 20 Bilbao. SAT MAR 9...', 'Recordaros que ya podéis preinscribir para el próximo 9 de Marzo telf. \U000f07ec667 74 70 35 . Parejas Ciegas. En Café Bar Pernet c/Padre Esteban Pernet 20 Bilbao.']"
Aitzgorri Restaurante,,44,"4,5",10-20€,,"Iturribide Kalea, 70, Ibaiondo, 48006 Bilbo, Bizkaia",{},944 33 83 28,"['Hemos estado 5 días en Bilbao y este fue sin duda el mejor restaurante de los que probé.…Más', 'Bar-restaurante de barrio con menu variado y economico.Cerca del casco viejo,donde los precios son algo mas caros por el turismo', 'Un trato muy agradable y una relación calidad/precio muy buena. Los postres hechos caseros y riquísimos!…Más']","['Encuentra el bar restaurante Aitzgorri donde comer menú del día casero y a buen precio en el casco viejo de Bilbao.', 'Calle Iturribide 70 48006 Bilbao. Vizcaya. Obtener indicaciones de como llegar. Latitud: 43° 15\' 24480"" N Longitud: -2° 55\' 0840"" O.', '13 feb 2024 — Lugar fa000iar a la hora de comer. Pero divertido y juvenil por las noches. La comida casera e increíblemente rica. Recomiendo en concreto el...']"
