title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Restaurante Marisquería Mendata Berria. Cenas y comidas en Bilbao en terraza cubierta climatizada y comedor,,458,"3,9",€€,,"San Mames Zumarkalea, 45, Ptl.Bj, Abando, 48010 Bilbao, Biscay",{},,"['La comida estaba bien, pero hay dos detalles que no me gustaron nada.\n1.- Tanto la carta de comida como la de vinos que tienen co…Más', 'Pedimos pulpo, y en el plato venían 8 trocitos y alguna rodaja de patata. Por 27 euros es demasiado caro. La camarera se enfadó porque le dijimos que sólo…Más', 'En la barra: Una copa de txakoli (solo tienen dos: Munetaberri y un desconocido «guipuzkoano») 2,50 eur.…Más']","['Lo mejor en mariscos carnes pescados y delicatessen frescos y de temporada. En el centro de Bilbao comedor y terraza climatizada. Ver la carta /. #...', 'Comidas. Desayuno Comidas Cenas Bebidas. Ver todos los detalles. comidas ventajas información general. Ubicación y contacto. Alameda San Mames 45 48010...', '12 may 2023 — Restaurante Marísquería Mendata Berria n.º 203 entre los restaurantes de Bilbao: 564 opiniones y 189 fotos detalladas.']"
Bar Restaurante Bilbao,,507,"3,9",10-20€,,"Errekalde-Larraskitu Errepidea, 2, Errekalde, 48002 Bilbo, Bizkaia","{'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00'], 'viernes': ['10:30–24:00'], 'sábado': ['10:30–24:00'], 'domingo': ['10:30–23:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00']}",,"['El zurito más pequeño de Bilbao, a 1,50 eso sí, vergonzoso. El camarero muy borde alardeando de su experiencia de 30 años de servicio. Las cañas caras y todo espuma, una estafa…Más', 'He ido varias veces tanto a comer como a cenar. La verdad que no puedo estar más encantada en general. El chuletón siempre de 10…Más', 'No he probado la comida\nEl camarero de barra un poco borde a la hora de hacer el pedido en el bar.…Más']","['Ubicación y contacto. Carretera Larraskitu 2 Barrio De Rekaldeberri 48003 Bilbao España.', 'CAFÉ BAR BILBAO. Uno de los espacios-locales-ambientes más queridos por los bilbainos y al mismo tiempo más a admirados por los visitantes. Zona de bar.', 'Ubicación y contacto. Plaza Nueva 6 48005 Bilbao España. A 0...']"
RESTAURANTE DON ANGELO,Risottos y pizzas en restaurante italiano con platos de inspiración vasca decorado con retratos antiguos.,797,"4,1",10-20€,,"Rodríguez Arias K., 19, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['13:00–15:30'], 'jueves': ['13:00–15:30'], 'viernes': ['13:00–15:30', '21:00–23:30'], 'sábado': ['13:30–15:30', '21:00–23:30'], 'domingo': ['13:30–15:30'], 'lunes': ['13:00–15:30'], 'martes': ['13:00–15:30']}",,"['El restaurante Don Angelo es un sitio tranquilo que ofrece comida Italiana con platos de inspiración vasca. Entre semana disponen de menú del día.…Más', 'Increíble! Fuimos el viernes (08.10.21) a cenar. Llegamos a Bilbo y fuimos para el centro a aparcar y buscar algún sitio para cenar. Aparcamos y justo vimos el ……Más', 'Un restaurante con menú del día variado, de relación calidad-precio aceptable. La comida es buena, tampoco especialmente reseñable pero estaba bien, la pasta…Más']","['Restaurante Don Angelo cocina Italiana fusión tradicional vasca en un ambiente confortable. Ven a disfrutar de nuestros Risottos y pizzas con platos de...', 'El restaurante Don Angelo está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3.5...', 'En un restaurante italiano en Bilbao como Don Ángelo proponemos especialidades italianas también para celíacos. Acércate a degustar nuestras elaboraciones.']"
Irrintzi,Bar moderno y vistoso con pinchos de inspiración internacional cerveza cócteles y murales.,25000,"4,3",10-20€,,"Andra Maria Kalea, 8, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['9:30–15:00', '19:00–22:30'], 'jueves': ['9:30–15:00', '19:00–22:30'], 'viernes': ['9:30–15:00', '19:00–23:30'], 'sábado': ['11:30–23:30'], 'domingo': ['12:00–16:00'], 'lunes': ['9:30–15:00', '19:00–22:30'], 'martes': ['9:30–15:00', '19:00–22:30']}",,"['No se si nos gustó más su deliciosa barra de pintxos o el trato recibido por parte de la camarera. Un local con trato cercano y buena variedad de pintxos.…Más', 'La verdad que hemos venido por las reseñas pero el ambiente ha dejado mucho que desear. Hemos llegado a las 14:16, el restaurante cierra a las 15:00, pero al…Más', 'Típico sitio de pintxos por Bilbao. Y tienen una carta con pintxos sin gluten que te preparan al momento. Me encantó el pintxo de cordero y manzana y el de falafel. Además tienen dos tipos…Más']","['El restaurante Irrintzi está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4; Atmósfera: 4...', 'Pintxos & Friends. INICIO · Irrintzi · Galería · Contacto. 1. The pintxo concept. Castellano. +info. English. +info. Euskera. +info. ©Irrintzi2017.', 'Excelente bar/restaurante de pintxos en pleno centro de Bilbao. Es un sitio muy acogedor el personal es muy amable y tiene mucha variedad de pintxos: los hay...']"
BURGOA RESTAURANTE,,189,"4,6",€€,,"Ercilla entre 3/5, 48009 Bilbao, Biscay","{'miércoles': ['13:30–17:30'], 'jueves': ['13:30–17:30', '20:30–23:30'], 'viernes': ['13:30–17:30', '20:30–24:00'], 'sábado': ['13:30–17:30', '20:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['13:30–17:30'], 'martes': ['13:30–17:30']}",944 45 21 32,"['Pedimos menú del día (19.5 euros), estaba todo buenísimo, comida casera pero con toque de calidad, nos sorprendió bastante. Buen vino de mesa y el servicio muy rápido y a…Más', 'Perfecto. Chipen. Fuimos a comer grupo familiar de 25. Todo salio de lujo. El entorno agradable. El servicio atento, rapido. No hubo ningun retraso en la puesta…Más', 'Encontramos el lugar por casualidad en nuestra primera visita a Bilbao. la comida súper rica, la atención muy buena. Cien por cien recomendado…Más']","['Menú del día y carta de cocina vasca con éxitos de siempre y brasas. Sus best sellers son la ensaladilla rusa la merluza frita y la menestra. Además secreto...', '23 oct 2021 — Burgoa Bilbao · Dirección Ercilla 3-5 · Teléfono 944452132 · Precios Menú del día: 1850 €. Carta: 40 €.', 'Consigue las mejores ofertas para BURGOA RESTAURANTE en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Meeting Point Cafe,,18,"4,9",1-10€,,"Calle de, Marcelino Oreja Kalea, 7, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['8:00–15:30'], 'jueves': ['8:00–15:30'], 'viernes': ['8:00–15:30'], 'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['8:00–15:30'], 'martes': ['8:00–15:30']}",,"['La mejor tortilla de Bilbao! Bar muy agradable y estupendo trato. Súper recomendable! Mucha variedad de pintxos, pero la tortilla espectacular!', 'Un sitio muy acogedor con un trato de diez. No sabría con qué pintxo quedarme porque están todos buenísimos. Y la tortilla de patatas...mi preferida sin duda.…Más', 'Excelente comida y mejor trato. Me encantan sus desayunos. Se agradece encontrar sitios así !!']","['Café de romera clase y bollos y pasteles excelentes. Una gozada de ambiente muy fa000iar y entrañable. Fecha de la visita: septiembre de 2015.', 'Meeting Point Cafè · Testimonios · Tortilla de Patata y Cocina Casera · Galería · Contactar. Contacto. Llamar ahora. 679 55 81...', 'Meeting point cafe - Cafetería en Bilbao Biscay · Dirección: Calle de Marcelino Oreja Kalea 7 · Pais : ES · Ciudad : Bilbao · Provincia : Biscay · Codigo Postal:...']"
Happy River,Cócteles tapas internacionales hamburguesas y sushi en un restaurante moderno y vistoso con una terraza junto al río.,24000,"4,0",20-30€,,"Mesedeetako Kaia, 4, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['16:00–24:00'], 'jueves': ['16:00–1:00'], 'viernes': ['13:00–2:30'], 'sábado': ['11:00–2:30'], 'domingo': ['10:00–21:00'], 'lunes': ['16:00–24:00'], 'martes': ['16:00–24:00']}",,"['Un lugar singular, donde la comida es de calidad, abundante y exquisita! El trato de todo el personal inmejorable y Juan un amor! Sin duda hay que venir varias veces para poder disfru…Más', 'Lugar precioso, los camareros amables, la comida rica, pero la lentitud de servicio es tremenda. Y no hablo de la espera normal cuando hay mucha gente. Entramos…Más', 'Ejemplo de que no todo en Bilbao es clásico, local precioso, buena música, carta ecléctica que navega entre diferentes mares ( o ría en este caso) , japonés,…Más']","['Ofrecemos más de 75 platos de varios países como Japón Perú México e Italia así como una exclusiva selección de cocteles cervezas cafés y tés especiales.', 'El sitio está en una ubicación privilegiada frente al casco viejo. Probamos varios platos orientales y postres como el de maracuyá y la tarta de chocolate.', 'Happy River es un bar ubicado en el Muelle de la. Merced en pleno corazón de Bilbao la Vieja donde puedes degustar unas exquisitas tapas tradicionales']"
Bar Café Auskalo,,31,"4,1",30-40€,,"Bailén Kalea, 23, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['6:45–22:30'], 'jueves': ['6:45–22:30'], 'viernes': ['6:45–24:00'], 'sábado': ['6:45–24:00'], 'domingo': ['Cerrado'], 'lunes': ['6:45–22:30'], 'martes': ['6:45–22:30']}",,"['Antes hacían unos bocadillos de Kefta espectaculares, pero han bajado la calidad.El za-za muy rico.…Más', 'Muy bien, bien de precio merece la pena ir.', 'Ambiente 100% marroquí 😍😍…Más']","['¿Buscas un ambiente diferente? Este es uno de los mejores restaurantes de comida casera de Bilbao. Es un lugar de encuentro felíz para compartir y disfrutar', 'El bar Bilbao se encuentra Bailén Kalea 23 48003 Bilbao. Café Auskalo Bilbao en el mapa de Schlouk con toda la información: horarios de apertura...', '2 sept 2023 — En esta website encontrarás el menú completo Café Auskalo de Bilbao. Actualmente hay 3 comidas y bebidas disponibles. Para ofertas cambiantes...']"
CINNAMON coffelab & urban food,,12000,"4,0",10-20€,,"Done Bikendi Kalea, 3, Abando, 48001 Bilbo, Bizkaia",{},,"['Lugar muy bien decorado aunque con trazos de no haber sido restaurada, el suelo no está pulido y no sigue una continuidad lineal. La comida buena, rica, pero…Más', 'Local muy amplio y bonito, a la hora a la que fuimos no estaba muy concurrido. Variedad de comida saludable perfecto para hacer un brunch o desayunar/merendar o…Más', 'Buen local para desayunar con una oferta diferente, aunque con precio elevado. Es conveniente reservar porque se llena con facilidad. El servicio se complica…Más']","['Fuimos a comer un brunch el día de nochebuena ya que había oido hablar bien del lugar…. El sitio tiene una decoración curiosa… es bastante amplio y con...', ""NO RESERVATIONS•NO WIFI•NO CREDIT CARD. calle san vicente 3 Bilbao Spain 48001. plateselector.com/cinnamon. Cakes's profile picture."", 'CINNAMON Bilbao. 2511 Me gusta · 587 personas han estado aquí. Coffe & Tea Lab Urban Food Gastrotalleres Brunch Craftbeer.']"
Ledesma N°5,,17000,"4,2",10-20€,,"Ledesma Musikariaren Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['10:00–23:00'], 'jueves': ['10:00–24:00'], 'viernes': ['10:00–2:30'], 'sábado': ['12:00–2:30'], 'domingo': ['12:00–23:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00']}",,"['Buen servicio y buena comida. Además al pedir la chica nos ha indicado que le parecía que pedíamos mucho, que las raciones eran grandes y sería demasiado. Tenía…Más', 'Fuimos para cenar sin reserva en festivo y había sitio. Compartimos los nachos y los huevos rotos con morcilla de burgos. Todo estaba muy rico y bastante…Más', 'Muy Justito…. Calidad -precio no cumplió con mis expectativas.Buen local pero los pintxos no nos gustaron nada .La Coca Cola no sé si sería de grifo o que ,pero no esta…Más']","['El restaurante Ledesma N°5 está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Ledesma Nº5 Bilbao. 920 Me gusta · 3 personas están hablando de esto · 861 personas han estado aquí. gastrobar con cocina de mercado y fusión en un buen...', 'Descubre la carta del restaurante Ledesma Nº5 en Bilbao en TheFork: entrantes platos principales postres bebidas y menús especiales.']"
Gogoa Bar,,125,"4,6",1-10€,,"Areiltza Doktorearen Zumarkalea, 43, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['7:30–23:00'], 'jueves': ['7:30–23:30'], 'viernes': ['7:30–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['9:00–23:00'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00']}",,"['Los nachos son espectaculares, los mejores que he comido. Y el vermut preparado delicioso, no en vano ganaron el concurso que se hizo el año pasado. Todo ello acompañado de mu…Más', 'Buen trato y buenos precios, 3,20€ el café + pintxo para desayunar.…Más', 'Bar ubicado cerca de Pozas, pero con mucho menos ajetreo que los de esa zona. Excelentes pinchos y, además, muy variados. Precios adecuados a la calidad. Local…Más']","['Lunes - Jueves · Estamos cerrados · Horario de cocina · 07:30-23:00 · Horario de cocina...', '19 may 2023 — ... bar Gogoa en Doctor Areilza. Ya puede presumir de preparar el mejor vermú de Bizkaia. Se impuso a más de 120 establecimientos en la octava...', 'El mejor vermú de Bizkaia y mucho más. Gogoa cuenta con una completa oferta culinaria para desayunos mediodía y cenas de picoteo.']"
Lucky Baster,,270,"4,7",20-30€,,"Barraincúa Kalea, Abando, 48009 Bilbo, Bizkaia","{'miércoles': ['12:30–16:00', '19:00–23:00'], 'jueves': ['12:30–16:00', '19:00–23:00'], 'viernes': ['12:30–24:00'], 'sábado': ['12:30–24:00'], 'domingo': ['12:30–16:00'], 'lunes': ['Cerrado'], 'martes': ['12:30–16:00', '19:00–23:00', 'Actualizado por esta empresa hace 4 semanas']}",,"['Fuimos cuatro amigos a cenar y pasar un buen rato y todo lo que pedimos nos pareció fenomenal. Más allá de especificar los platos en concreto, decir que cada…Más', 'Lo destacaría sobre todo como una buena opción para pedir platos para compartir. Yendo solo te vas a ver más inclinado a tener que pedir el menú que a pedir de…Más', 'Ricos platillos en un ambiente agradable y luminoso con una música de fondo excelente. Los cogollos a la brasa riquísimos, y la berenjena con mayonesa de miso,…Más']","['Ofrecen raciones abundantes con buena relación calidad precio. Local moderno y personal muy amable. A destacar la deliciosa torrija como postre.', 'Baster: tu dosis diaria de vermutazo pintxos y bocatas. Lucky Baster según la National Geographic: comida tragos y risas. Reserva o pide x Glovo .', 'Una pequeña barra y mesas altas en la entrada invitan a tomar una de sus gildas o el famoso grillo bilbaíno. Al fondo mesas a lo largo de un banco con vistas a...']"
Purita Bar Restaurante,,211,"3,8",1-10€,,"Ciudadela Kalea frente al 2, 48002 Bilbao, Biscay","{'miércoles': ['7:30–1:00'], 'jueves': ['7:30–1:00'], 'viernes': ['7:30–2:30'], 'sábado': ['9:00–2:30'], 'domingo': ['9:00–1:00'], 'lunes': ['7:30–1:00'], 'martes': ['7:30–1:00']}",,"['Nunca he comido una hamburguesa de allá dice que son ricas .regáleme.una para degustar. Calle doctor Díaz emparanza portal 29 5 b gracias', 'Sus hamburguesas son geniales, tienen un sabor buenisimo y productos frescos y de calidad. En general toda su comida es fantastica. La atencion de las diversas…Más', 'Genial para tomarte algo…Más']","['Bar Restaurante Purita · Página · Bocadillería · +34 946 56 73 40 · puritarestaurante.com · Calificación · 40 11 opiniones.', '20 feb 2024 — Pide un casero laing unas generosas hamburguesas americanas o unos perfectamente elaborados pintxos en este bar. Pone a disposición de sus...', 'Purita Bar Restaurante en Bilbao. Ciudadela Kalea frente al 2  Biscay Bilbao.']"
Mundaka Poza,,7,"4,9",,,"48011 Licenciado Poza 50, Areiltza Doktorearen Zumarkalea, 20 lonja, 4, 48011 Bilbao, Biscay","{'miércoles': ['9:00–22:00'], 'jueves': ['9:00–22:00'], 'viernes': ['9:00–23:30'], 'sábado': ['10:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['9:00–22:00'], 'martes': ['9:00–22:00']}",,"['Hemos venido a tomar algo antes del partido del Athletic y un ambiente muy bueno y sano. La terraza tiene una tabla muy original, disfrutona. Hemos tenido un…Más', 'Servicio muy bueno y pintxo espectacular, volveré.…Más', 'Mola la tabla de surf de la entrada y los pintxos buenísimos. No se puede dejar de probar los txampis :))']","['Mundaka POZA Bilbao Spain. 24 likes · 1 was here. Te traemos Mundaka a Bilbao Sándwich comida km0 vinos surf y música de la buena.', '6 feb 2024 — Mundaka Poza n.º 2288 entre los pubs y bares de Bilbao: 7 opiniones y 3 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', '10 jun 2022 — MUNDAKA . Calle Licenciado Poza 48 ya tienes una nueva sede en. Bilbao. Espero que os guste!!!! Muchas Gracias a Bermeo...']"
Restaurante Urbieta,,369,"4,0",€,,"Txakur Kalea, 4, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['11:00–16:00', '18:00–22:00'], 'jueves': ['11:00–16:00', '18:00–22:00'], 'viernes': ['11:00–16:00', '18:00–22:00'], 'sábado': ['11:00–23:30'], 'domingo': ['11:00–23:30'], 'lunes': ['11:00–16:00', '18:00–22:00'], 'martes': ['11:00–16:00', '18:00–22:00', 'Actualizado por esta empresa hace 3 semanas']}",944 85 02 04,"['Hemos cenado de maravilla. Dos cazuelas muy generosas de racion. 6 albóndigas caseras de muy bien tamaño y unos chipirones caseros muy ricos. Muy atentos y detallistas in…Más', 'Bar de pinchos situado en el centro de Bilbao. En la zona de las 7 calles. Muy tradicional y agradable. Gran variedad de pinchos y raciones. Relación calidad precio muy buena. Tiene te…Más', 'Comimos el 25 de diciembre toda la familia (23personas). Muy recomendable un trato muy atento y unas raciones muy grandes. La tarta de quesi impresionante. Todo esta a buenisimo;)…Más']","['El restaurante Urbieta está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5; Atmósfera: 4...', 'Restaurante Urbieta Bilbao. 498 Me gusta · 237 personas han estado aquí. Especialidad es el bacalao al Pil-Pil chuletón merluza a la vasca pimientos...', 'Bar de pinchos situado en el centro de Bilbao. En la zona de las 7 calles. Muy tradicional y agradable. Gran variedad de pinchos y raciones. Relación calidad...']"
Restaurante Marisquería Serantes,Barra de tapas e ibéricos en una marisquería fa000iar con vivero colección de botellas y adornos marineros.,15000,"4,3",€€€,,,"{'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00'], 'viernes': ['9:00–1:00'], 'sábado': ['10:00–1:00'], 'domingo': ['10:00–1:00'], 'lunes': ['9:00–1:00'], 'martes': ['Cerrado', 'Actualizado por esta empresa hace 1 semana']}",,"['La comidas expectacular la calidad a de los productos top y el trato del personal de 10 así da gusto ir a un restaurante que tiene comida buena y personal amable y graciosos volvere…Más', 'Nos encantó la comida y la atención genial!\nMe enteré de este restaurante por Google y no falló!…Más', 'Crónica de la visita a restauranteserantes:…Más']","['Restaurante y marisquearía con tres locales y más de 60 años en Bilbao. Bastión de la cocina tradicional vasca en el centro de Bilbao.', 'Restaurante Marisqueria Serantes · Calle Licenciado Poza 16 48011 Bilbao España · Página web · Mejora este perfil.', 'Marisquería; Arroz; Marisco; Pescado; Precio desde: Entre 35€ y 60€; Niños bienvenidos. Compartir. Copiar enlace. Ubicado en una destacada calle de Bilbao en...']"
Bar La Rueda de Bilbao -basque food-,,155,"4,3",1-10€,,"Pablo de Alzola Kalea, 3, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['7:30–23:00'], 'jueves': ['7:30–24:00'], 'viernes': ['7:30–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['10:00–23:00'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00', 'Actualizado por esta empresa hace 3 semanas']}",631 40 56 34,"['El mejor lugar para pasar el rato y disfrutar de unos excelentes pintxos, todo el personal es maravilloso y brindan una atención de 10! 100% recomendado!…Más', '100% recomendable. Pintxos, raciones y cazuelitas muy buenas a buen precio. Buen sitio para tomar algo y comer en muy buen ambiente. El trato muy amable y crecano 👏👍', 'Menú del día excelente, 5 personas, con vino, refrescos, cerveza, cafés y postre 100€ y poco, excelente atención al cliente y calidad de producto, elaboración, etc…Más']","['Ve 3 fotos de 51 visitantes sobre bueno para ocasiones especiales y pintxos. ""Muy buena barra de pintxos y buenas copas preparadas""', 'Restaurants near Bodegas Ramon Bilbao · Casa Lola · Palacio De Bornos · El Cano De La Vega · La vina de Rueda · Restaurant Abrasador El Astral · El Horno De La Vina...', 'Khachapuri Oro Kababi Berenjenas con nuez ⏰⏰⏰La cocina está abierta todos los jueves y viernes de 20:00 a 22:00. Es mejor reservar mesa con antelación.']"
Clover House Bilbao,,934,"4,3",10-20€,,"Juan Carlos de Gortázar Kalea, 4, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['6:30–23:30'], 'jueves': ['6:30–23:30'], 'viernes': ['6:30–1:00'], 'sábado': ['8:00–1:00'], 'domingo': ['8:00–23:30'], 'lunes': ['6:30–23:30'], 'martes': ['6:30–23:30']}",,"['Que descubrimiento encontrar este restaurante en Blbao , autentica cómoda mexiicana . Cocinada por mujeres venidas de Mexico .…Más', 'La mejor comida mexicana que he probado! Carta amplia, platos que no suelen encontrarse en otros mexicanos, y además tienen bocadillos ensaladas…Más', 'Fuimos a comer su comida mexicana y un acierto. Calidad precio esta bien y la comida estaba muy buena y con lo que pedimos nos llenamos. Lo que menos nos gustó…Más']","['Principal · Equipo / Instalaciones · Toques · Bases Legales Concurso · Catering · Contaco y Horario. _EMF5866.JPG. Nuestra Carta · Lista de vinos.', 'El restaurante Clover House está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Clover House · Página · Restaurante · +34 946 03 93 12 · cloverhousebilbao.com · Publicación fijada.']"
ASADOR INDUSI,Barra de pintxos y típica cocina vasca en una taberna rústica especializada en carnes y pescados a la brasa.,19000,"4,3",€€,,,"{'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–24:00'], 'sábado': ['12:00–18:00'], 'domingo': ['Cerrado'], 'lunes': ['12:00–24:00'], 'martes': ['12:00–24:00']}",,"['Asador restaurante donde degustar nueva cocina vasca, de la de toda la vida. El servicio es profesional, atento y está pendiente de las necesidades del cliente;…Más', 'Ambiente muy agradable. Comedor acogedor, para cenar con tranquilidad una buena carne a la parrilla. Recomiendo las guindillas fritas, las croquetas estaban…Más', 'Un lugar destacado en el centro de Bilbao muy conocido por los lugareños.…Más']","['Asador Indusi Situado en el centro de Bilbao y decorado al estilo rural vasco. Productos de primera calidad y técnica en las brasas.', 'El restaurante Asador Indusi está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 3.5...', 'Asador Indusi ... Abierto ahora: 07:00 a. m. - 01:00 a. m.']"
MARTXO BGC,,203,"4,7",50-60€,,"Rodríguez Arias K., 71, Abando, 48013 Bilbo, Bizkaia","{'miércoles': ['9:30–23:00'], 'jueves': ['9:30–24:00'], 'viernes': ['9:30–1:00'], 'sábado': ['12:30–1:00'], 'domingo': ['12:30–23:00'], 'lunes': ['9:30–16:00'], 'martes': ['9:30–23:00']}",,"['Excepcional, merece la pena conocerlo.\nProducto de calidad y preparado en su punto.…Más', 'ME HA ENCANTADO.\nEs un restaurante que ha abierto sus puertas recientemente en Bilbao. Local…Más', 'Súper recomendable! Pedimos arroz con bogavante (hay que pedirlo al reservar) y luego unos entrantes que estaban buenísimos, sobre todo las croquetas y las…Más']","['martxo · Galería · Nosotros · Come · Bebe · Contacto. Abrir menú Cerrar menú. Galería ... Taldea. Rodriguez Arias 71 48013 Bilbao Bizkaia. 628 24 04 55.', 'Martxo BGC · Rodríguez Arias 71 48013 Bilbao España · Página web · Mejora este perfil.', '16 jun 2023 — Tres jóvenes chefs inauguran nueva propuesta hostelera en el 71 de Rodríguez Arias: buena cocina local y cócteles.']"
Bar La catedral,,347,"4,2",1-10€,,"Calle De, Urkixo Zumarkalea, 102, Basurtu-Zorrotza, 48013 Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Pedir un café con leche con doble carga de café y que te lo pongan largo de agua. A pesar de haber recordado cómo lo he pedido y la camarera asegurandome de que…Más', 'Pedimos en este establecimiento un bocata de carne y jamón que estaba regular, más bien algo seco. También pedimos una hamburguesa que no estaba mal aunque la…Más', 'Una bar justo en frente del estadio San mames(la catedral).Hemos comido unos pintxos de tortilla maravilloso;poco hecho con muy buen sabor;el servicio es muy correcto y lo…Más']","['Con vistas al campo de fútbol de San Mamés y a pocos pasos de la Universidad de Ingenieros de Bilbao en nuestro bar restaurante encontrarás el mejor ambiente...', 'La Catedral. Bilbao Bizkaia/Vizcaya Alameda Urquijo 102. #hamburguesas #san ... Bar Restaurante La Catedral ofrece una cocina casera y de pinchos en un...', 'Catedral Bar. Información. Especialidad: Pinchos. Ofrecemos: Desayunos. Indispensable: Probar nuestro menú. Conocido por: Nuestra variedad de pinchos y...']"
Restaurante Japonés - OCEANICO SUSHI BAR,,44,"3,9",1-10€,,"Euskadi Pl., 4, Abando, 48009 Bilbao, Biscay",{},,"['He pedido sushi por Globo y ha sido una mala experiencia. Seco, mal olor y el pescado negro. No sé cómo pueden enviar comida así. Claramente esta bandeja no es de hoy. No repetiría.…Más', 'Si buscas un restaurante japonés económico con terraza (importante en esta época) esta es una muy buena opción. El chico que nos atendió es muy amable y con mucho fundam…Más', 'Genial el sitio, calidad en la comida y sobre todo el buen trato por parte de Roberto. Lo recomiendo 100%. Si vuelvo repetiré seguro.']","['Descubre la auténtica comida japonesa en Oceánico Sushi. Podrás degustar el mejor sushi en tu restaurante de Plaza Euskadi Bilbao o pedir la comida para...', '41 opiniones#403 de 986 restaurantes en Bilbao€€ - €€€JaponesaSushiAsiática. Plaza Euskadi n4 48001 Bilbao España +34 944 71 53 68 Página web Añadir horarios...', 'Oceanico sushi Bar. Take away. Sushi Bilbao. Maki Uramaki sashimi Chirashi Gunkan. Sushi a domicilio Bilbao. Restaurante de Sushi.']"
La Casita de Sabino,Cajas con la pesca del día se pueden ver en la parte delantera de este bar de marisco que también sirve muchos vinos locales.,13000,"4,4",€€,,"Iparraguirre Kalea, 1, Abando, 48009 Bilbo, Bizkaia",{},,"['Buen pescado, aunque no en todos los platos sale igual de bueno. En mi caso buen rape pero nada recomendables las gambas blancas plancha.…Más', 'Gran lugar para comer un pescado fresco. el trato muy bueno y el servicio también. la especialidad en peces para destacar, especialmente de gran tamaño. Tienen ……Más', 'Increíble la comida, un pescado nivel 10/10!!! Probamos el “Matxote” nunca lo había comido y estaba bueniiisimo, las Ostras y Zamburiñas de primera calidad, y…Más']","['7 dic 2022 — La Casita de Sabino Iparraguirre 1 Bilbao 48009. TELÉFONO: 611 216 822. HORARIO DE OTOÑO: COMIDAS Martes - Miércoles - Jueves - Viernes...', 'El restaurante La Casita de Sabino está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4...', '19 sept 2022 — Restaurante “La Casita de Sabino” C/ Iparraguirre 1 – Bilbao. Tfno.: 611 216 822 Marisquería y pescado fresco en pleno centro de Bilbao.']"
