title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Ikatza Beer,,36,"4,4",1-10€,Tiene terraza,"Egia Jeneralaren K., 34, Abando, 48010 Bilbao, Biscay","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–23:00'], 'sábado': ['11:00–24:00'], 'domingo': ['11:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['8:00–23:00']}",,"['Las rabas, los txampis con Ali Oli, los marianitos ahumados...vamos, cualquier cosa k pidas tanto de comer como de beber, está estupendo y la atención, maravillosa…Más', 'Bar pequeño pero muy agradable, el camarero atento y amable…Más', 'Experiencia muy buena, camareros thon inolvidable trato. Una variedad de gildas, con variedad de niveles de picante, hemos probado la 5 pufff.…Más']","['367 Followers 119 Following 41 Posts - See Instagram photos and videos from Ikatza Beer @ikatzabeer', 'Consigue las mejores ofertas para Ikatza Beer en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'Ubicación y contacto. Simon Bolivar Kalea 25 48013 Bilbao España. Indautxu.']"
CAFETERÍA GAICO,,528,"4,0",1-10€,,"C. de Bertendona, 2, Abando, 48008 Bilbao, Biscay","{'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–22:00'], 'sábado': ['9:00–23:00'], 'domingo': ['9:00–22:00'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00']}",944 15 56 44,"['UN ROBO!\nCOCA COLA 3,35 € ( de las pequeñas y te sirven un hielo pequeño)…Más', 'Espacio para tomar algo tranquilamente, amabilidad y calidad en la Barra', 'Malísimo servicio. Los camareros no responden, son desagradables. Media hora después de pedir un zumo natural (mis acompañantes ya tenían su bebida), he…Más']","['El restaurante Cafeteria Gaico está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3...', 'Home · Eventos · Nuestra cocina · La merienda · Nuestro catering · Pinchos y raciones · Comedores · Contacto y ubicación. Frontal Cafetería Gaico.', '13 jun 2023 — Comedor con reservados camareros con corbata y platos combinados. Fundado en 1980 el Gaico ha logrado mantenerse intacto pese a las modas.']"
EL LATERÍO BILBAO- BAR PORTUGUÉS DE LATAS GOURMET-,,204,"4,4",20-30€,,"Arechaga Kalea, 3, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['18:00–22:00'], 'jueves': ['18:00–22:00'], 'viernes': ['18:00–23:00'], 'sábado': ['13:00–23:00'], 'domingo': ['13:00–17:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado', 'Actualizado por esta empresa hace 12 semanas']}",,"['Un sitio para repetir. Preparan tapas de conservas buenisimas. los pimientos rellenos de bacalao y las alcachofas muy ricas. El local esta decorado con mucho…Más', 'Lugar con encanto en el corazón de Bilbao. El dueño humilde y se nota que disfruta su trabajo. El queso portugués es una pasada.…Más', 'Tengo muchas ganas de volver! Hace unos años fui con mis amigas y fue un planazo. Me encantó la zona, el ambiente, la comida pero sobre todo, la gente!!! Son majísimos!!…Más']","['Local perfecto para comer algo distinto. Espectaculares sardinas ahumadas con salmorejo. Ambiente distendido en el que te sientes en casa. Y además tienen...', 'Algunos de vuestros favoritos. Sardina ahumada con salmorejo caballa en aceite de oliva virgen queso portugués. Más de veinte variedades de conservas gourmet...', 'Nos gusta mucho daros la lata! Reserva tu cena con nosotros. Más de 20 variedades para elegir entre nuestra conservas gourmet. Apto muchas de ellas para...']"
Restaurante Aralar,,884,"4,3",10-20€,,"Ibáñez de Bilbao Kalea, nº 16, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–22:00'], 'sábado': ['12:00–21:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00']}",,"['No me gusta mucho ir a sitios de ningún partido político, pero me lo habían recomendado mucho y fui a probar su menú del día. Quizás fue el día, pero me pareció ……Más', 'Buen lugar para almorzar, tomar un pincho o comer. Magnifica atención de las trabajadoras. Dispone de menú del día y luego tienes otros menús más especiales. La comida es de buena…Más', 'Buscando un lugar en el centro de Bilbao que no fuese de pintxos y donde poder comer algún plato de cuchara, di con este restaurante, muy bien ubicado y con un…Más']","['Calle Ibáñez de Bilbao 16 Sabin Etxea. 48001 - BILBAO BIZKAIA. Tel: 944 230 952 · 944 230 963. E-mail Facebook Twitter Tripadvisor · Ir a google maps.', 'Información y reservas: Restaurante ARALAR Calle Ibáñez de Bilbao 16 Sabin Etxea. 48001 - BILBAO BIZKAIA. Teléfono: 944 230 952 · 944 230 963. E-mail...', 'Menú Bilbao · Menú PARTY · Menú Amoroto · Menú Sabin · Entrantes | Pescados y Carnes. Calle Ibáñez de Bilbao 16 Sabin Etxea. 48001 - BILBAO BIZKAIA. Tel:...']"
ASADOR INDUSI,Barra de pintxos y típica cocina vasca en una taberna rústica especializada en carnes y pescados a la brasa.,19000,"4,3",€€,,,"{'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–24:00'], 'sábado': ['12:00–18:00'], 'domingo': ['Cerrado'], 'lunes': ['12:00–24:00'], 'martes': ['12:00–24:00']}",,"['Asador restaurante donde degustar nueva cocina vasca, de la de toda la vida. El servicio es profesional, atento y está pendiente de las necesidades del cliente;…Más', 'Ambiente muy agradable. Comedor acogedor, para cenar con tranquilidad una buena carne a la parrilla. Recomiendo las guindillas fritas, las croquetas estaban…Más', 'Un lugar destacado en el centro de Bilbao muy conocido por los lugareños.…Más']","['Asador Indusi Situado en el centro de Bilbao y decorado al estilo rural vasco. Productos de primera calidad y técnica en las brasas.', 'El restaurante Asador Indusi está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 3.5...', 'Asador Indusi ... Abierto ahora: 07:00 a. m. - 01:00 a. m.']"
Twiggy,,381,"4,0",1-10€,,"Urkixo Zumarkalea, 37, Abando, 48008 Bilbo, Bizkaia","{'miércoles': ['10:00–24:00'], 'jueves': ['10:00–1:00'], 'viernes': ['10:00–2:30'], 'sábado': ['13:00–2:30'], 'domingo': ['16:00–23:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00']}",,"['Es un bar con buen ambiente, en el que te puedes sentir cómoda, siempre bien atendida. Es un lugar donde pasártelo bien, ya sea por la mañana o por la tarde.…Más', 'Caña en vaso ancho 4,50€. Un robo!. En la respuesta dicen que es una pinta. La pinta son más de 500ml. En vaso sidra son 0,40cl (no llega) y en el vaso con…Más', 'Kalimotxo a 5€ ( muy caro) para la cantidad y calidad del vino…Más']","['Bar de copas y pintxos en el centro de Bilbao. ... Twiggy lleva cuarto de siglo ofreciendo un ambiente único en el centro de Bilbao.', 'Twiggy Bilbao. 1268 Me gusta · 185 personas han estado aquí. Pub y bar de pintxos veganos y vegetarianos.', 'Fuimos a cenar esperando algunos platos vegetarianos pero solo tenían pinchos de bar. Ni siquiera los especiales. Tortilla deliciosa pero pan seco. Envuelve ok...']"
Gogoa Bar,,125,"4,6",1-10€,,"Areiltza Doktorearen Zumarkalea, 43, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['7:30–23:00'], 'jueves': ['7:30–23:30'], 'viernes': ['7:30–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['9:00–23:00'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00']}",,"['Los nachos son espectaculares, los mejores que he comido. Y el vermut preparado delicioso, no en vano ganaron el concurso que se hizo el año pasado. Todo ello acompañado de mu…Más', 'Buen trato y buenos precios, 3,20€ el café + pintxo para desayunar.…Más', 'Bar ubicado cerca de Pozas, pero con mucho menos ajetreo que los de esa zona. Excelentes pinchos y, además, muy variados. Precios adecuados a la calidad. Local…Más']","['Lunes - Jueves · Estamos cerrados · Horario de cocina · 07:30-23:00 · Horario de cocina...', '19 may 2023 — ... bar Gogoa en Doctor Areilza. Ya puede presumir de preparar el mejor vermú de Bizkaia. Se impuso a más de 120 establecimientos en la octava...', 'El mejor vermú de Bizkaia y mucho más. Gogoa cuenta con una completa oferta culinaria para desayunos mediodía y cenas de picoteo.']"
MINI Bar,,244,"4,0",10-20€,,"Deustuko Zubia, 6, Abando, 48014 Bilbo, Bizkaia","{'miércoles': ['8:30–22:00'], 'jueves': ['8:30–22:00'], 'viernes': ['8:30–24:00'], 'sábado': ['11:30–24:00'], 'domingo': ['11:30–18:00'], 'lunes': ['8:30–22:00'], 'martes': ['8:30–22:00']}",,"['Hay buen ambiente las camareras muy majas. Fuimos un domingo a comer. Esperamos bastante de un plato a otro. Menos mal que nos lo tomamos con humor. Lo que me…Más', 'Buen lugar para tomar unas copas o un tapeo con amigos en pleno centro. El servicio amable y rápido. La comida no está mal, en línea con el resto del local. Buen vino y cocktails variad…Más', 'Fue una comida familiar, muy agradable. Nos dieron todas las facilidades a la hora de reservar, eramos un grupo grande y variado en edades. La comida muy buena y todos sa…Más']","['Un lugar acogedor donde poder degustar la mejor comida mediterránea de la mano de Atif El Omari que cuenta con más de 20 años de experiencia en la cocina.', 'Mini Bar · Deustuko Zubia 6 48009 Bilbao España · Página web · Mejora este perfil.', 'Bar-restaurante dedicado al MINI. Está situado en los bajos de la torre Iberdrola Plaza de Euskadi al comienzo del Puente de Deuesto.']"
La Casita de Sabino,Cajas con la pesca del día se pueden ver en la parte delantera de este bar de marisco que también sirve muchos vinos locales.,13000,"4,4",€€,,"Iparraguirre Kalea, 1, Abando, 48009 Bilbo, Bizkaia",{},,"['Buen pescado, aunque no en todos los platos sale igual de bueno. En mi caso buen rape pero nada recomendables las gambas blancas plancha.…Más', 'Increíble la comida, un pescado nivel 10/10!!! Probamos el “Matxote” nunca lo había comido y estaba bueniiisimo, las Ostras y Zamburiñas de primera calidad, y…Más', 'Hemos venido sin reserva y hemos comido espectacularmente bien.\nPero lo mejor con diferencia la atención. Amables, profes…Más']","['7 dic 2022 — La Casita de Sabino Iparraguirre 1 Bilbao 48009. TELÉFONO: 611 216 822. HORARIO DE OTOÑO: COMIDAS Martes - Miércoles - Jueves - Viernes...', 'El restaurante La Casita de Sabino está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4...', '19 sept 2022 — Restaurante “La Casita de Sabino” C/ Iparraguirre 1 – Bilbao. Tfno.: 611 216 822 Marisquería y pescado fresco en pleno centro de Bilbao.']"
Restaurante Uarike Bilbao,,985,"4,5",20-30€,,"Egaña Kalea, 27, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['13:30–16:30', '20:30–23:30'], 'jueves': ['13:30–16:30', '20:30–23:30'], 'viernes': ['13:30–16:30', '20:30–23:30'], 'sábado': ['13:30–16:30', '20:30–23:30'], 'domingo': ['13:00–17:00'], 'lunes': ['Cerrado'], 'martes': ['13:30–16:30', '20:30–23:30']}",,"['La comida tiene una calidad excepcional, bien presentado y rico. El ceviche podría comerlo todos los días. Un lugar con un estilo muy original, muy ambientado y bonito. La atención fue m…Más', 'Es un sitio precioso, los camareros son educados y el menú degustación de 20 euros nos ha encantado. La sopa ¡brutal! Con un toquecito picante. Súper rica.…Más', 'Los platos están bien elaborados y los sabores se funden perfectamente. El ceviche está riquísimo!…Más']","['Lo mejor de la gastronomía PERUANA en BILBAO una de las más variadas y exquisitas del mundo. Conoce la cocina Peruana en Bilbao.', 'El restaurante Restaurante Uarike Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/...', 'Uarike · Cocina peruana en el centro de Bilbao junto al Hotel Indautxu · CARTA TAKE AWAY UARIKE · De Lunes a Domingo. De 13:00 a 21:00h · Pedidos Tfno 944 742...']"
Bar La catedral,,347,"4,2",1-10€,,"Calle De, Urkixo Zumarkalea, 102, Basurtu-Zorrotza, 48013 Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Pedir un café con leche con doble carga de café y que te lo pongan largo de agua. A pesar de haber recordado cómo lo he pedido y la camarera asegurandome de que…Más', 'Pedimos en este establecimiento un bocata de carne y jamón que estaba regular, más bien algo seco. También pedimos una hamburguesa que no estaba mal aunque la…Más', 'Una bar justo en frente del estadio San mames(la catedral).Hemos comido unos pintxos de tortilla maravilloso;poco hecho con muy buen sabor;el servicio es muy correcto y lo…Más']","['Con vistas al campo de fútbol de San Mamés y a pocos pasos de la Universidad de Ingenieros de Bilbao en nuestro bar restaurante encontrarás el mejor ambiente...', 'La Catedral. Bilbao Bizkaia/Vizcaya Alameda Urquijo 102. #hamburguesas #san ... Bar Restaurante La Catedral ofrece una cocina casera y de pinchos en un...', 'Catedral Bar. Información. Especialidad: Pinchos. Ofrecemos: Desayunos. Indispensable: Probar nuestro menú. Conocido por: Nuestra variedad de pinchos y...']"
Bar Copa Cabana,,114,"4,5",1-10€,,"Elcano K., 33, Abando, 48008 Bilbo, Bizkaia","{'miércoles': ['12:30–1:00'], 'jueves': ['12:30–1:00'], 'viernes': ['12:30–2:00'], 'sábado': ['13:00–2:00'], 'domingo': ['13:00–16:00'], 'lunes': ['12:30–1:00'], 'martes': ['Cerrado']}",,"['Fuimos de viaje a Bilbao y tuvimos la suerte de toparnos con este bar, genial, además el camarero súper amable y simpático. 100% recomendable.…Más', 'Ambiente divertido, local bien ubicado y cocktails diferentes. Te dan siempre la opción de pedir medio gin tonic o cualquier otro trago.…Más', 'Buen lugar para ir a tomar una cerveza , un vino o una copa. Siempre con buena 🎵y gran atención…Más']","['Ubicación y contacto. Elcano 33 48008 Bilbao España. Abando. A...', ""#aperitivo #bar #bilbao #gintonic #beer #mahou #italianstyle #aperolspritz #cocteleria. Destacada's profile picture. Destacada. 148 posts; 468 followers"", 'El Bar Copacabana es el sitio perfecto para empezar el día. Sirven un café exquisito y disponen de una gran barra de pintxos para acompañar variados y bien...']"
Mundaka Poza,,7,"4,9",,,"48011 Licenciado Poza 50, Areiltza Doktorearen Zumarkalea, 20 lonja, 4, 48011 Bilbao, Biscay","{'miércoles': ['9:00–22:00'], 'jueves': ['9:00–22:00'], 'viernes': ['9:00–23:30'], 'sábado': ['10:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['9:00–22:00'], 'martes': ['9:00–22:00']}",,"['Hemos venido a tomar algo antes del partido del Athletic y un ambiente muy bueno y sano. La terraza tiene una tabla muy original, disfrutona. Hemos tenido un…Más', 'Servicio muy bueno y pintxo espectacular, volveré.…Más', 'Mola la tabla de surf de la entrada y los pintxos buenísimos. No se puede dejar de probar los txampis :))']","['Mundaka POZA Bilbao Spain. 24 likes · 1 was here. Te traemos Mundaka a Bilbao Sándwich comida km0 vinos surf y música de la buena.', '6 feb 2024 — Mundaka Poza n.º 2288 entre los pubs y bares de Bilbao: 7 opiniones y 3 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', '10 jun 2022 — MUNDAKA . Calle Licenciado Poza 48 ya tienes una nueva sede en. Bilbao. Espero que os guste!!!! Muchas Gracias a Bermeo...']"
EXTRA TIME BAR BILBAO,,24,"3,9",1-10€,,"Pl. Garellano, 8, Basurto-Zorroza, 48013 Bilbao, Biscay","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–23:00'], 'sábado': ['11:00–23:00'], 'domingo': ['11:00–23:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Reservamos para celebrar el bautizo de nuestra hija alli y fue todo perfecto. Por lo que decidimos celebrar también su cumpleaños unos meses más tarde,…Más', 'Celebramos el otro día el cumple de nuestro hijo y estuvo genial! El local es amplio por lo que los niños además de merendar pudieron disfrutar jugando! Un cumple 10!…Más', 'Impresionante local. El servicio, la camarera encantadora y el desayuno de lujo, en primer lugar el detalle de como lo sirven en bandejita de madera, taza de…Más']","['¡Bienvenido a la web de Extra Time! Te daremos información sobre nosotros datos de contacto reservas y mucho más acerca de nuestros servicios.', 'Para pedir Extra Time Bar a domicilio en Bilbao simplemente abre la página web o aplicación de Glovo y ve a la categoría «Americana”».', 'Usa tu cuenta de Uber para pedir entregas de EXTRA TIME BAR BILBAO en Bilbao. Explora el menú echa un vistazo a los artículos populares y haz un...']"
Bar Basque,,98,"4,5",1-10€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Astarloa Kalea, 1, Abando, 48001 Bilbo, Bizkaia",{},,"['Estupendo bar de copas. Buen servicio y con una bodega tanto de destilados, champagnes y vinos muy buena. Un clásico de Bilbao al que hay que ir.…Más', 'Durante el año un fijo para los vermuts preparados y el pintxo de salmón. Los precios no son populares; pero merece por el conjunto. Parada obligada en fiestas de Bilbao.…Más', 'Lástima de lugar, porque es muy bonito pero el servicio deja muchísimo que desear, no hace falta ser tan borde.…Más']","['El restaurante Bar Basque Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Bar Basque Bilbao · Página · Bar de vinos · +34 944 24 26 21 · barbasque.es.', 'Información. Especialidad: Champagnes y cavas. Ofrecemos: Destilados con más de 140 referencias de gin más de 100 rones más de 100 whiskys unos 80 vodkas...']"
Restaurante Beraia,Restaurante de cocina vasca innovadora con marisco pintxos y comedores de un interiorismo moderno y elegante.,658,"4,1",10-20€,,"Alameda de Recalde, 20, Abando, 48009 Bilbao, Biscay","{'miércoles': ['12:00–17:00', '19:00–24:00'], 'jueves': ['12:00–17:00', '19:00–24:00'], 'viernes': ['12:00–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['12:00–22:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–17:00', '19:00–22:00']}",,"['Para mí es uno de los restaurantes mejores del centro para comer, el trato del personal es espectacular sobretodo el de la encargada, siempre atenta con el…Más', 'Hola cómo información os diré, que hemos ido tanto al menú de día, como a los menús concertados de fin de semana, (de los que tienen gran variedad), simplemente…Más', 'Estuve comiendo el otro día en este restaurante la comida muy bien el servicio deja mucho que desear porque hay una camarera que me imagino que debe ser la…Más']","['Ven a degustar los platos elaborados y con la materia prima de mejor calidad que el equipo Beraia prepara con mucho mimo.', 'El restaurante Beraia está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4; Atmósfera: 4...', 'Excelente relación calidad-precio-zona bilbaína . Destacan el buen hacer en los fogones  servicio de barra y atención en mesa . Amabilísimos  agiles  rápidos...']"
Poza 40,Hamburguesas y raciones en una animada cervecería con dardos billar futbolín y deportes por televisión.,445,"4,0",10-20€,,,"{'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['12:00–17:00'], 'lunes': ['10:00–22:30'], 'martes': ['10:00–22:30']}",,"['Mis amigas y yo tuvimos una muy mala experiencia en este lugar, ya que fuimos a tomar unas copas y nos querían echar del establecimiento sin haber terminado…Más', 'Buen sitio para tomarse una cerveza en Bilbao, el local es pequeño para acogedor, hay varias mesas y una barra con pintxos.…Más', 'Sitio para comer el menú del día bien agusto a buen precio y en buena compañía con mucha variedad , rapidez y buen servicio , son 13€ bien gastados . También es un local excelente p…Más']","[""Bilbao Calle Licenciado Poza 40 •Tu bar de Kinitos y fútbol ⚽ • Reservas por mensaje privado. Poza 40 Bilbao Spain 48011. DÍAS DE FUTBOL's profile..."", 'Suelo ir de vez en cuando tanto jueves como fines de semana y la atención es muy rápida. Los pintxos sin complicaciones están muy buenos.', 'POZA 40 Bilbao. 826 Me gusta · 1282 personas han estado aquí. ¡Los mejores kinitos!']"
La Ribera Bilbao,Restaurante moderno junto a la ría con platos típicos españoles marisco y música en directo.,26000,"4,2",10-20€,,,"{'miércoles': ['Cerrado'], 'jueves': ['11:00–23:30'], 'viernes': ['11:00–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–22:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado']}",,"['Emplazado encima del río, con una bonita terraza y con varios lugares donde poder elegir pinchos y mas pinchos!! Me encantó, tanto por su vida como por su comida! Tiene un encanto n…Más', 'Fuimos a comer el Brunch cuatro personas y salimos completamente decepcionados.\nLa comida bastante insulsa, los huevos rotos eran s…Más', 'Es nuestro restaurante en Marbella de referencia. Su buen hacer, profesionalidad y buen trato, hace que repitamos siempre.…Más']","['Gastronomía música y cultura para todas las edades en el histórico mercado de La Ribera.', 'El restaurante La Ribera está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3.5; Atmósfera...', 'Cocina tradicional frente a la Ria de Bilbao. Conoce nuestro perfil de catering @lariberacatering reservas@lariberabilbao.com 946575474.']"
La Viña del Ensanche,Menú degustación y pinchos vascos con especialidades como el jamón ibérico de bellota en un bar tradicional.,46000,"4,5",€€,,,"{'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–22:30'], 'sábado': ['13:00–22:30'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['10:00–22:30']}",,"['Me gustaría elogiar una camarera, cuyo nombre es Daniela. Ella tiene atención esmerada y su sonrisa es inolvidable. Y luego para la cena: ¡Fue una experiencia…Más', 'Mi sitio favorito de Bilbao junto a Él Globo que además están uno al lado del otro. El jamón de este sitio (Joselito) está espectacular, y tienen un revuelto…Más', 'Excelente!! Riquísimo todo, las carrilleras ibéricas brutales, de las mejores que probé y súper bien de precio. Estuvimos 2 días en Bilbao, el primer día fuimos allí por recomendación y a…Más']","['Horario. Bar terraza y taller. Martes a viernes: de 10:00 a 22:30. Sábado: de 13:00 a 22:30. Tienda. Martes a viernes: de 10:00 a 14:00 y de 17:00 a 20:00.', 'El restaurante La Viña del Ensanche está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Carta La Viña del Ensanche. Menú. Facebook · Twitter ... © 2024 Carta La Viña del Ensanche · Funciona con WordPress. Ir arriba ↑ Subir ↑']"
Bar Campeón & Euskallions Taldea,,257,"4,6",1-10€,,"Luis Briñas K., 3, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['9:30–21:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:15–23:30'], 'sábado': ['10:30–23:00'], 'domingo': ['10:30–15:30'], 'lunes': ['Cerrado'], 'martes': ['9:30–21:00', 'Confirmado por esta empresa hace 6 semanas']}",,"['Frente al estadio! La vista espectacular! Donde está la acción 🤩cerveza bien fría, pintxos muy higiénicos cerrados en plástico🥰y la amabilidad y asesoramiento de la gente tras la barra, para …Más', 'Fuimos un grupo de amigos, y paramos por casualidad, horas antes del partido. Tomando la primera cerveza conocimos al mítico Leon Belga, el chico y la chica que…Más', 'No se puede sentir mas agusto uno alli. Esti es una mujer especial, trabajadora, d8vertida, amiga de sus amigos y una profesional en lo suyo. Rober su compañero…Más']","['Bar Campeón Bilbao. 662 Me gusta · 36 personas están hablando de esto · 355 personas han estado aquí. Desayunos y pintxos muy de Bilbao. Tortillas...', '20 feb 2024 — Este es el sitio con mejor calidad cerca de Museo Maritimo Ria de Bilbao. Este bar te propone probar unas tortitas de pan atrayentes.', 'Pequeño bar de gran ambiente. Con nuestras locuras y las vuestras lo convertimos en el mejor bar de San Mamés. Luis Briñas 3 Bilbao Spain 48013.']"
El Figón taberna,,17000,"4,1",10-20€,,"Orueta Apezpikuaren Kalea, 3, Abando, 48009 Bilbo, Bizkaia",{},,"['Taberna clásica en el centro de Bilbao con excelente cocina tradicional , puntos de cocina bien cogidos y sobre todo el menú del día y pintxos muy bien…Más', 'La cerveza de barril esta buenísima, los vinos especiales , las tapas ricas - ricas. Comimos lacon y queso con vino . Lo mejorable el pan , de verdad , la calidad de los precocidos se nota .…Más', 'Hemos comido 5 personas y hemos salido encantados. Los platos riquísimos, el servicio de 10. Ha sido la primera vez y seguro que no va a ser la última. Gracias Irati por tu atención.']","['Ubicación y contacto. Calle Obispo Orueta 1 Bilbao España. Abando.', 'Información del restaurante. Calle Obispo Orueta 1 Bilbao España · 011 34 946 07 06 51. Nombre local: Dirección local: Opiniones. N.º 162 de 1.315...', 'Consigue las mejores ofertas para El Figon en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
El Huevo Frito,Surtida barra de pintxos en un bar de muebles modernos con terraza decorado con caricaturas de futbolistas.,15000,"4,3",10-20€,,"García Rivero Maisuaren Kalea, 1, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['10:00–16:00'], 'martes': ['10:00–22:30']}",,"['Gran variedad y apetitosos pintxos, tortillas,bocadillos, gildas,croquetas, y varios con un huevito frito. Buen trato y amabilidad del personal. El local es…Más', 'A mi me gusta llamar restaurantes a los sitios que te ofrecen un producto de calidad, ya que el nombre restaurante es más elegante. Huevo frito, a pesar del…Más', 'Comida exquisita. Trato inmejorable. Las chicas son muy amables y serviciales. Servicio rápido. Un placer para el paladar. Muy recomendable…Más']","['El restaurante El huevo frito está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4...', 'El Huevo Frito · Página · Bar · +34 944 41 22 49 · elhuevofrito.com · Calificación · 45 116 opiniones.', 'El Bar El Huevo Frito está situado en el barrio Indautxu en Bilbao. Destaca por su oferta de variados pintxos y tapas junto a un ambiente festivo. Además ofrece...']"
El Puertito,Conocido bar de ostras informal con variedades de ostras crudas vino y cócteles.,15000,"4,5",10-20€,,"García Rivero Maisuaren Kalea, 9, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['12:00–22:00'], 'jueves': ['12:00–22:00'], 'viernes': ['12:00–23:00'], 'sábado': ['12:00–23:00'], 'domingo': ['12:00–22:00'], 'lunes': ['12:00–22:00'], 'martes': ['12:00–22:00']}",,"['Un pequeño local especializado en ostras. Sólo tienen otras , pero de gran variedad y procedencia, y sobre todo muy frescas.…Más', 'Las otras que no tienes que perderte si vas a Bilbao.\nLas gallegas por excelencia, irlandesas doradas y las ginardo Francesas!! Por ese orden todo excelente y la atención…Más', 'Gran sitio, solo tienen ostras, buena variedad y siempre bien parada obligada si vas de pintxos ostra y Moscatto.…Más']","['Somos especialistas en catering de ostras para eventos desde 2013. Pide presupuesto sin compromiso. Bilbao. C/ García Rivero 9 944 026 254 Contacto Mail...', 'El restaurante El Puertito está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Es un buen sitio para comer ostras en Bilbao. Las tienen de muchas clases y el vino blanco también muy rico . Es pequeñito y tiene terraza . Si te gustan las...']"
