title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
La charcu,,526,"4,1",1-10€,Tiene terraza· Se sirve comida en el bar,"Rodríguez Arias K., 30, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['10:00–23:00'], 'sábado': ['12:00–23:00'], 'domingo': ['12:00–16:00'], 'lunes': ['10:00–22:00'], 'martes': ['10:00–22:00'], 'miércoles': ['10:00–22:00'], 'jueves': ['10:00–22:00']}",944 00 11 22,"['Primera vez que accedo a este local. Buen producto(bocadillo de jamón con tomate). Servicio impecable. Como me gusta encontrarme por el mundo personal que atienda tan b…Más', 'Limpio y muy buen servicio. Totalmente recomendable. La relación calidad precio buenísima. Situado en un lugar inmejorable y tiene una buena terraza Siguen en ……Más', 'Estabamos unos cuantos amigos y yo en el local, el hombre aparentemente sudamericano, nos amenazo en distintas ocasiones con echarnos del establecimiento, nada…Más']","['El restaurante La Charcu está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5...', 'La Charcu · Desayunos & Pintxos · Ensaladas · Nuestra Carta · Tienda · Contacto · Escríbanos Llámenos.', 'La Charcu · Calle Rodriguez Arias 30 Bajo 48011 Bilbao España · Página web · Mejorar este perfil.']"
Molly Malone,Bancos de madera y aire de pub irlandés con una bicicleta en local con hamburguesas y cerveza internacional.,16000,"4,2",1-20€,Tiene terraza· Sirve cenas,"Calle Particular de Estraunza, 8, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['8:30–24:00'], 'sábado': ['0:30–1:00', '12:00–2:00'], 'domingo': ['12:30–23:00'], 'lunes': ['Cerrado'], 'martes': ['8:30–23:00'], 'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00', 'Actualizado por teléfono hace 1 semana']}",944 39 51 63,"['Si lo valoro como pub probablemente le daría mas estrellas, ya que es un buen local en el que tomar algo por la variedad de cervezas que hay y el buen ambiente.…Más', 'La atención estupenda. Estuve en una fiesta privada organizada en ese local y ponen todo a su alcance para que salga perfecto. Amables, el catering de calidad. Recomendable pasar un …Más', 'Hola amigos. En esta ocasión visite este local que me gustó. Tiene un ambiente tipo irlandés. Y opté por probar una oferta anunciada en la puerta. Consiste en ……Más']","['Molly Malone Irish Gastro Pub Coffee Snack Bar Irish and Basque Food Irish and Basque Beers +34 944395163 Particular de Estraunza 8 Bajo 48011 Bilbao...', 'El restaurante Molly Malone Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3; Servicio: 3.5; Calidad/precio: 3.5...', 'Molly Malone Bilbao · Página · Pub irlandés · +34 944 39 51 63 · mollymalone.info · Calificación · 43 29 opiniones.']"
Abeliñe,,38,"4,3",,Tiene terraza· Se puede bailar· Se sirve comida en el bar,"Poza Lizentziatuaren Kalea, 47, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['13:00–2:30'], 'sábado': ['13:00–2:30'], 'domingo': ['13:00–24:00'], 'lunes': ['13:00–1:30'], 'martes': ['13:00–1:00'], 'miércoles': ['13:00–1:00'], 'jueves': ['13:00–1:00']}",944 42 44 40,"['El dueño del bar es una persona muy amable y cercana, un gran profesional.\nSiempre que voy me encanta tomar unas Ostras ( exquisi…Más', 'El dueño del bar es una persona afable y muy cercana, un gran profesional.…Más', 'Es el mejor bar de un amigo y tiene otras par picoteo y muy buen profesional de la hostelería desde los 15añños enfrente de este edificio está este es el 38de…Más']","['Somos Bar Abeliñe y estamos ubicados en Bilbao. Disfruta de buena música un ambiente ... Calle Licenciado Poza 47 BAJOBAR ABELIÑE Bilbao. 48011 Bizkaia.', 'En tres palabras: Buena música buen ambiente buena clientela y buen servicio. Contacto. Licenciado Poza 47 Bilbao. 944424440.', 'ABELIÑE ... “Trato perfecto.” ... Perfecto bar donde acudir cuando todos los demás de la calle Licenciado Poza cierran. Abierto hasta la 1 entre semana lugar...']"
Restaurante Yandiola,Cocina creativa de raíz vizcaína en elegante restaurante con sillones y terraza del interior de La Alhóndiga.,11000,"4,1",€€€,Tiene terraza· Sirve buenos cócteles· Se sirven platos veganos,"Edificio Azkuna Zentroa, Arriquíbar Plaza, 4, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['13:00–15:00'], 'sábado': ['13:30–15:30'], 'domingo': ['13:30–15:30'], 'lunes': ['13:00–15:00'], 'martes': ['13:00–15:00'], 'miércoles': ['13:00–15:00'], 'jueves': ['13:00–15:00']}",944 13 36 36,"['Excelente trato. Fuimos con 3 niños de menos de 2 años y nos situaron en una zona tranquila, con espacio de sobra para los carros y fueron todo facilidades para…Más', 'Fuimos un miércoles después de comer con idea de tomar unos cócteles y ver la Alhondiga desde arriba. El bar cuenta con una terraza muy agradable con mesas y ……Más', 'La comida es exquisita, muy bien elaborada y con un sabor espectacular.\nQuiero dar las gracias (otra vez) a María, una persona ext…Más']","['Como el edificio de la Alhóndiga en el que se encuentran sus bares y restaurantes los servicios hosteleros de Yandiola son ya una referencia del nuevo Bilbao...', 'El restaurante Restaurante Yandiola está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5...', 'Menú yandiola 46 € - Toda la información del restaurante Yandiola en Bilbao: Fotos opiniones de usuarios precios y menú. Reserva online de forma gratuita...']"
"Bar Gran Bilbao ""El Pintxito""",,37,"4,3",10-20€,Tiene terraza· Se sirven platos vegetarianos· Tiene Wi-Fi,"Autonomia Kalea, 38, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['12:00–2:00'], 'sábado': ['12:00–2:00'], 'domingo': ['12:00–1:00'], 'lunes': ['12:00–1:00'], 'martes': ['12:00–1:00'], 'miércoles': ['12:00–1:00'], 'jueves': ['12:00–1:00']}",946 57 71 08,"['Hemos llegado a comer generalmente pollo junto a mi.esposa, suegra y amigos. Tienen muy buena atención muy rica la comida. Muy amables los que atienden. Vale la pena recomendarlos.…Más', 'He pedido en glovo ni coincidia el reoartidor pero las patatas congeladas por dentro solo las primeras, el lahmacun grasiento sin hacer y faltaba todo solo…Más', 'Ha sido una de las mejores experiencias que he tenido. Gente maja, profesional,amable y comida muy buena con un buen ambiente.']","['El Pintxito. No reclamado. Opinión. Guardar. Compartir. 56 opiniones#283 de 987 restaurantes en Bilbao€BarEspañolaVasca ... Catalonia Gran Vía Bilbao. 286...', 'El Pintxito ; Contacto. Teléfono 946241585 ; Teléfono 946241585 ; Soletes cercanos. Don Manual Restaurante Icono Solete Amarillo Solete · Cafeterías Cafeterías Don...', '1 dic 2023 — Puntuaciones y opiniones. 50 1 opinión. N.º 55 de 69 Bares y pubs en Bilbao. El Pintxito Santutxu España aún no tiene suficientes...']"
Vista Caribbean Bar,,85,"4,1",,Sirve buenos cócteles· Se sirve comida en el bar,"Autonomia Kalea, 58, Abando, 48012 Bilbo, Bizkaia",{},645 02 02 71,"['No es nada recomendable pedir a domicilio, les habré hecho como 50 pedidos y en mínimo 15 ocasiones me han dado ganas de llevarles el chicharrón quemado que te…Más', 'Estuve aqui hace unos años y la comida estaba muy buena. Hoy he vuelto para comer. El bar es pequeñito pero agradable, con buen ambiente. Destacar la amabilidad…Más', 'Realicé un pedido a través de GLOVO, tardó en llegar 1h y llegó totalmente quemado. Por fuera quemado pero al partirlo estaba crudo. Lógicamente, imposible de…Más']","['Vista Caribbean Bar · Platos principales · Complementos · Postres · Bebidas · Bebidas con Alcohol · Tu pedido · Servicio al Cliente · Tipos de cocina.', 'Domicilios : GLOVO & JUST EAT CEO : @jonathanlopexx. C/Autonomia 56 Bilbao Spain 48012.', 'Vista Bar ; Ensalada vegetal · 550 € ; Yucas fritas ración. 550 € ; Tostones ración. 400 € ; Yuca ración. 400 € ; patatas fritas ración. 350 €.']"
Boss Bilbao,,973,"4,2",1-10€,,"Areiltza Doktorearen Zumarkalea, 10, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['7:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['9:00–23:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00'], 'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:30']}",944 74 06 74,"['Hemos estado hoy cenando unos pintxos y estaban riquísimos. Además su camarero ha sido muy amable con nosotros.\nPd: malagueños por bilbao :)…Más', 'Fuimos a desayunar y a parte de que la camarera fue muy seca y a penas nos atendió, nos sirvieron una tostada minúscula a cada uno con un pan rancio y súper…Más', 'Lugar super agradable, pasabamos por alli, ibamos a coger algo para llevar y terminamos quedandonos a comer alli. Todo super bueno y la atencion tambien muy buena. Local muy …Más']","['Ven a Boss Bilbao a disfrutar de nuestros estupendos desayunos. De lunes a viernes desde las 7:00 am. Sábados y domingos a partir de las 09:00 am.', 'Excelente servicio en mesa. Personal amable y muy preparado. Buena barra de pintxos. Vamos habitualmente y siempre contentos. Fecha de la visita...', 'XIX francés. BOSen soprano flauta eta harpa hirukotea / Trío de soprano flauta y arpa BOS. Andrea Jiménez soprano. Néstor Sutil flauta']"
Bar El Globo | Bar de pintxos,Bar acogedor que sirve pinchos y vinos españoles en un comedor revestido de madera con una iluminación tenue.,87000,"4,4",10-20€,Tiene terraza,"Diputazio Kalea, 8, Abando, 48008 Bilbo, Bizkaia","{'viernes': ['9:00–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['9:00–23:00'], 'martes': ['9:00–23:00'], 'miércoles': ['9:00–23:00'], 'jueves': ['9:00–23:00']}",944 31 38 58,"['Estuvimos un viernes por la mañana y el local estaba bastante lleno, sin apenas sitio para poder ponerte en la barra. Comentar la variedad y el calidad de los…Más', 'Sinceramente para mí son los mejores pintxos de bilbo. por su jugosa y cremosa. ¿Porque no pongo 5 estrellas? porque tienen que mejorar el tratamiento del ……Más', 'Tenía las expectativas muy altas! El txangurro gratinado me sorprendió por su originalidad pero no es mi pintxo favorito, el de tortilla con trufa blanca bueno, pero para mi la tortilla d…Más']","['Bar EL Globo te ofrece la mejor selección de pintxos en Bilbao. Una de las barras de pintxos más premiadas y reconocidas de Bizkaia.', 'Sin duda es un bar de pintxos que no hay que perderse. Está más alejado del casco viejo pero alrededor de una zona apetecible de conocer también.', 'Bar El Globo Bilbao es el lugar de encuentro muy animado y con gran variedad de pintxos tapas ensaladas sandwiches vinos cazuelas raciones.']"
Jontxu,,41,"4,2",€,Sirve buenos cócteles· Se admiten perros,"Indautxu, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['10:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['11:00–16:00'], 'lunes': ['9:00–23:00'], 'martes': ['9:00–23:00'], 'miércoles': ['9:00–23:00'], 'jueves': ['9:00–23:00']}",944 05 47 69,"['El bar es pequeño pero acogedor. Tenía pocos pintxos, quizá porque era de noche y un día de diario.…Más', 'Sitio con buena barra de pintxos y trato correcto', 'Bonito bar ...en la ruta de Pozas...ideal para tomarte un vinito y comerte un pintxo de pulpo la mar de agustito viendo al mejor equipo del mundo....']","['El restaurante Bar Jontxu está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 5; Calidad/precio: 4.5...', 'Ver los perfiles de las personas que se llaman Jontxu Bilbao. Únete a Facebook para conectar con Jontxu Bilbao y otras personas que quizá conozcas....', 'Un sitio agradable en Pozas donde tomar un vino o comer un pintxo al son de la buena música seleccionada por Jon que siempre te recibe con una sonrisa.']"
Bar STAR,,9,"4,9",,,"Estrauntza K., 7, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['17:00–3:00'], 'sábado': ['17:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['16:00–2:00'], 'martes': ['16:00–2:00'], 'miércoles': ['16:00–2:00'], 'jueves': ['16:00–2:00']}",944 42 34 64,"['Me fascina este lugar. Un pub clásico con música de la década de los 70-80. Carmen, que lo regenta, es un verdadero encanto y te hace la estancia muy agradable con su simpatía y profesi…Más', 'Un clásico de Bilbao. Sitio donde tomarte una copa de calidad en un ambiente super tranquilo. Decoración ""de madera"". Es un sitio de esos que habría que declarar especie protegida. Una maravilla.', 'En sito muy original precio bueno y servicio excelente']","['9 ene 2024 — Bar STAR n.º 1856 entre los pubs y bares de Bilbao: 9 opiniones y 4 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Bar Star en Estrauntza K. 7 48009 Bilbo Bizkaia es un establecimiento que ofrece una amplia variedad de bebidas y platos para aquellos que buscan una...', 'Puedes ponerte en contacto con este bar en el teléfono 944423464 o utilizando el formulario que verás en esta misma página. Además si ya conoces este...']"
La Viña del Ensanche,Menú degustación y pinchos vascos con especialidades como el jamón ibérico de bellota en un bar tradicional.,46000,"4,5",€€,Es obligatorio hacer una reserva· Tiene terraza,"Diputazio Kalea, 10, Abando, 48008 Bilbo, Bizkaia","{'viernes': ['10:00–22:30'], 'sábado': ['13:00–22:30'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['10:00–22:30'], 'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30']}",944 15 56 15,"['Me gustaría elogiar una camarera, cuyo nombre es Daniela. Ella tiene atención esmerada y su sonrisa es inolvidable. Y luego para la cena: ¡Fue una experiencia…Más', 'Además de carta de comida, destaca por sus pinchos. Tienen una selección de pinchos fríos, y una carta de pinchos calientes que hacen en el acto. A muy buen precio, y los camareros s…Más', 'Mi sitio favorito de Bilbao junto a Él Globo que además están uno al lado del otro. El jamón de este sitio (Joselito) está espectacular, y tienen un revuelto…Más']","['Horario. Bar terraza y taller. Martes a viernes: de 10:00 a 22:30. Sábado: de 13:00 a 22:30. Tienda. Martes a viernes: de 10:00 a 14:00 y de 17:00 a 20:00.', 'El restaurante La Viña del Ensanche está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', '¿Dónde quiere realizar la reserva? En La Viña del Ensanche ofrecemos dos espacios diferentes con una oferta gastronómica compartida.']"
Meeting Point Cafe,,18,"4,9",1-10€,Tiene terraza· Sillas altas disponibles· Se admiten perros,"Calle de, Marcelino Oreja Kalea, 7, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['8:00–15:30'], 'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['8:00–15:30'], 'martes': ['8:00–15:30'], 'miércoles': ['8:00–15:30'], 'jueves': ['8:00–15:30']}",679 55 81 34,"['Un sitio muy acogedor con un trato de diez. No sabría con qué pintxo quedarme porque están todos buenísimos. Y la tortilla de patatas...mi preferida sin duda. ……Más', 'La mejor tortilla de Bilbao! Bar muy agradable y estupendo trato. Súper recomendable! Mucha variedad de pintxos, pero la tortilla espectacular!', 'Excelente comida y mejor trato. Me encantan sus desayunos. Se agradece encontrar sitios así !!']","['Café de romera clase y bollos y pasteles excelentes. Una gozada de ambiente muy fa000iar y entrañable. Fecha de la visita: septiembre de 2015.', 'Its a cozy place where both locals and city visitors grab amazing pintxos coffee and fresh squeezed orange juice. And the owner who speaks Spanish English and...', 'Meeting point cafe - Cafetería en Bilbao Biscay · Dirección: Calle de Marcelino Oreja Kalea 7 · Pais : ES · Ciudad : Bilbao · Provincia : Biscay · Codigo Postal:...']"
The Wicklow Arms,,577,"4,7",1-10€,Tiene terraza· No se aceptan reservas,"Rodríguez Arias K., 30, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['Abierto 24 horas'], 'sábado': ['13:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['12:00–1:00'], 'martes': ['12:00–1:00'], 'miércoles': ['12:00–1:00'], 'jueves': ['12:00–24:00']}",944 42 51 48,"['Un irlandes como dios manda, y no una cadena. Lo que te da la pista que es un buen bar que tira bien la birra, es que esta lleno de angloparlantes, que van a…Más', 'Pequeño local que suele estar abarrotado.\nRapidez y amabilidad para atender, pero muy difícil para acceder a la barra por la cantidad de gente que se reúne en…Más', 'De los pocos sitios de Bilbao que siguen teniendo Guiness de barril. Sitio pequeño pero muy acogedor. Recuerda a un pub tipico británico. Si quieres una buena cerveza y ver …Más']","['Pub muy pequeño en el centro de Bilbao y sin duda el más auténtico de Bilbao. Ideal para tomar una buena pinta rodeado de irlandeses e ingleses de Bilbao.', 'Wicklow Arms Bilbao. 485 Me gusta · 4 personas están hablando de esto · 929 personas han estado aquí. In Bilbao since 1995.', ""7 sept 2018 — Iker Gutierrez se ha desplazado hasta la Calle Rodríguez Arias Nº30 de Bilbao donde se encuentra 'The Wicklow Arms' uno de los pubs irlandeses...""]"
Bar Jaime,,820,"4,5",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Gran Vía de Don Diego López de Haro, 86, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['7:15–1:30'], 'sábado': ['7:15–1:30'], 'domingo': ['Cerrado'], 'lunes': ['7:15–1:30'], 'martes': ['7:15–1:30'], 'miércoles': ['7:15–1:30'], 'jueves': ['7:15–1:30']}",944 42 24 92,"['Parada obligatoria si vas a Bilbao, si te pasas por la mañana podrás degustar una selección de pintxos de muy buen gusto y si eres fan de la tortilla no te ……Más', 'Sitio especializado en café, pintxos, y copas. La tortilla de patata es de las mejores de Bilbao. Tiene terraza fuera. El interior es pequeño pero acogedor.…Más', 'Los camareros un encanto, además tienen unos pintxo espectaculares.. No he tenido todavía la oportunidad de probar la comida pero estoy segura que me va a…Más']","['El restaurante Cafe & Bar Jaime está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 4.5...', 'COCKTAILS · Vermut de la casa. 350 € · Aperol Spritz. 400 € · Negroni Sbagliato. 500 € · Campari Orange Passioni. 600 € · Bloody Mary. 600 € · Dry Martini.', 'Sitio tranquilo agradable con buen servicio y buena atención. Buen local para parar a tomar algo sin prisas o para un buen desayuno a precio razonable. Leer...']"
Beher Bilbao | Tienda y Restaurante de Productos Ibéricos,,568,"4,2",€€,Tiene terraza,"Portuko Markesaren Kalea, 11, Abando, 48008 Bilbo, Bizkaia","{'viernes': ['11:00–23:30'], 'sábado': ['12:30–23:30'], 'domingo': ['12:30–16:30'], 'lunes': ['11:00–22:30'], 'martes': ['11:00–22:30'], 'miércoles': ['11:00–22:30'], 'jueves': ['11:00–22:30', 'Actualizado por esta empresa hace 8 semanas']}",690 31 62 96,"['Comida espectacular, con la especialidad en Ibéricos, a muy buen precio, en un ambiente inmejorable. Reseñable la buena cava de vinos!…Más', 'Mal mal servicio llevado por personas poco formadas, es una lástima que hoy en día se esté perdiendo la profesionalidad en la restauración, y hay gente dando…Más', 'La comida está muy rica hasta que te traen el CERDO 🐖 CRUDO. ¡CRUDO! ¡¡¡Señores, el cerdo, al igual que el resto de carne que no sea ternera, NO se puede comer…Más']","['BEHER BILBAO - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao; Provincia de Vizcaya; País Vasco; España; Europa. Bilbao. Turismo en...', 'Este menú degustación de productos ibéricos es ideal para aquellos que quieran probar una variedad de platos y disfrutar de una experiencia gastronómica...', 'Nuevo restaurante y tienda @jamonbeher en el centro de Bilbao. Ven a descubrir tu placer por el Jamón 100% Ibérico. Calle Marqués del Puerto 11 Bilbao...']"
Cantina Mexicana Tapachula,Chimichanga fajitas de camarón y tequila en restaurante de mesas y taburetes bajos con percheros de flores.,17000,"4,2",20-30€,Tiene terraza· Se sirven platos vegetarianos· Tiene Wi-Fi,"San Mames Zumarkalea, 28, bajo, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['12:00–16:00', '19:30–24:00'], 'sábado': ['12:00–16:00', '19:30–24:00'], 'domingo': ['12:00–16:00', '19:30–23:00'], 'lunes': ['12:00–16:00', '19:30–23:00'], 'martes': ['12:00–16:00', '19:30–23:00'], 'miércoles': ['12:00–16:00', '19:30–23:00'], 'jueves': ['12:00–16:00', '19:30–23:00', 'Confirmado por esta empresa hace 4 semanas']}",944 44 47 19,"['Muy buen sitio para comer auténtica comida mexicana, la atención por parte de las camareras fue excelente y los baños estaban bien a excepción de que estaban…Más', 'Comida: Pedimos Chimichanga, Choriqueso, Nachos doble queso y Burrito Tapachula. Todo estaba muy rico, buena presentación y platos contundentes para compartir.…Más', 'Excelente es poco! La comida estaba increíble, pero lo que más destaca es la atención y el ambiente del sitio. Es un lugar súper recomendable, si les pudiese poner más estrellas no lo dudaría.']","['DE 12:00 a 17:00 y 19.30 a 00.00. para recibirle cualquier día con los brazos abiertos y la mesa puesta pero...', 'El restaurante Cantina Mexicana Tapachula está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/...', 'Restaurante Mexicano en Bilbao. TAPACHULA un pedacito de en el botxo. SINCE 1996 Calle Alameda San Mames 28Indautxu. 94 4444 719.']"
Restaurante Japonés - SUSHI ARTIST,Coqueto local de autoservicio con barras y taburetes que sirve bandejas de sushi y otros bocados nipones.,252,"4,0",10-20€,,"Poza Lizentziatuaren Kalea, 48, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['12:00–23:30'], 'sábado': ['12:00–23:30'], 'domingo': ['12:00–22:30'], 'lunes': ['12:00–16:00', '18:00–22:30'], 'martes': ['12:00–16:00', '18:00–22:30'], 'miércoles': ['12:00–22:30'], 'jueves': ['12:00–22:30']}",946 52 13 99,"['Voy todos los días a recoger\npedidos de glovo y el encargado que tienen es muy acogedor aparte de que es un…Más', 'Lo primero y más importante, la calidad de la comida que a mi me a parecido muy buena y sabrosa. Y lo segundo y también esencial, el trato y la profesionalidad ……Más', 'La calidad ha bajado muchísimo. Me he arrepentido de llevarme 2 bandejas. No he podido terminarlas, el pescado estaba recalentado y con un sabor raro. Cuando he entrado a…Más']","['Disfruta una nueva manera de entender el sushi la mejor calidad de una manera innovadora única y cercana. Delivery Bilbao Madrid y Málaga.', 'En Sushi Artist llevamos más de 10 años acercando lo mejor de la cocina japonesa a Bilbao. Ya son 4 los restaurantes de Sushi que tenemos abiertos en Bilbao...', '128 opiniones#305 de 985 restaurantes en Bilbao€€ - €€€JaponesaComida rápidaSushi. Licenciado Poza 50 48013 48013 Bilbao España +34 946 52 13 99 Página web.']"
La Taberna de Los Mundos C/LUTXANA nº1 BILBO 94 416 81 81,Cafetería con desayunos bocadillos y tapas de platos internacionales en un comedor con ambientación viajera.,26000,"3,9",10-20€,Tiene terraza· Se sirven platos vegetarianos· Tiene Wi-Fi,"Lutxana Kalea, 1, Abando, 48008 Bilbo, Bizkaia","{'viernes': ['9:00–0:30'], 'sábado': ['12:00–1:30'], 'domingo': ['12:00–23:00'], 'lunes': ['9:00–23:30'], 'martes': ['9:00–23:30'], 'miércoles': ['9:00–23:30'], 'jueves': ['9:00–23:30']}",944 16 81 81,"['Estaba todo muy rico ;-) Sobretodo los fritos.\nTienes la opción del menú del día o tirar de carta y elegir lo que quieras.…Más', 'Un buen sitio con carta variada y buena decoración.\nTiene una zona de comedor para grupos grandes y los camareros son muy majos.…Más', 'La Taberna de los Mundos es un lugar increíble para disfrutar de la gastronomía y el ambiente de diferentes países. El menú es variado y original, con platos…Más']","['*MENÚ ESPECIAL DE TEMPORADA : Bienvenid@s a LA TABERNA DE LOS MUNDOS! Estamos en C/Lutxana nº1 En Pleno Centro De BILBO 94 416 81 81 no disponible...', '246 opiniones#322 de 987 restaurantes en Bilbao€€ - €€€Opciones vegetarianas. Calle Lutxana 1 48008 Bilbao España +34 944 16 81 81 Página web Menú.', '*C/Lutxana nº1 BILBO 94 416 81 81 oficinataberna@delosmundos.com · #bilbao #comerenbilbao #raciones #menú #menúdeldía #bilbaocity #bocatas #bocata #bokata']"
RITA GRILL,,539,"4,2",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirven platos vegetarianos,"Gran Vía de Don Diego López de Haro, 66, Abando, 48009 Bilbo, Bizkaia",{},944 39 33 51,"['Es la primera vez que vamos y nos ha sorprendido. Es un lugar muy bonito y tranquilo. Decoración estupenda y muy buen servicio. La cena excelente, superó las…Más', 'Fuimos a almorzar. El lugar está muy bien puesto pero es extremadamente ruidoso. La atención muy buena. La comida …. No es para destacar. El pollo común al spiedo, las papas …Más', 'Fui a comer el menú del día, el risotto y lasaña, estaban bien, pero el pollo que pidió mi amiga estaba medio hecho, hice bien en pedir lasaña.…Más']","['Es un local elegante y cómodo. La comida está muy rica. Hay mucha variedad. Las camareras nos atendieron rápido y bien. Muy amables.', 'Abierto ahora: 08:00 a. m. - 11:30 p. m.', 'Rita Grill Bilbao. 48 Me gusta. Restaurante que ofrece comida y bebidas variadas. ¡Bienvenidos!']"
Restaurante Pacífico,Restaurante sofisticado con menú de cocina internacional que rota diariamente con platos como hamburguesas tacos o sushi.,15000,"3,9",20-30€,Tiene terraza· Sirve buenos cócteles· Se sirven platos vegetarianos,"Alameda de Recalde, 52, Abando, 48008 Bilbao, Biscay","{'viernes': ['13:00–16:00', '20:00–23:30'], 'sábado': ['13:00–16:00', '20:00–23:30'], 'domingo': ['13:00–16:00'], 'lunes': ['13:00–16:00'], 'martes': ['13:00–16:00', '20:00–23:00'], 'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00', 'Actualizado por esta empresa hace 4 semanas']}",944 36 22 98,"['La verdad que un sitio muy aparente, en un lugar muy céntrico y cerca de todas las tiendas de la zona. La comida estaba buena, pero el precio fue demasiado…Más', 'Restaurante en buena ubicación y con una decoración bonita. Pedimos varios platos para compartir y bien. No obstante tardaron bastante en servirnos. Los nachos…Más', 'La comida era muy simplona. Pedimos bao bun con chipiron, estaban buenos pero venían dos y por 9 euros caro me parece. Luego ensalada de aguacate a la brasa.…Más']","['Sabores del Pacífico con un alma urbana ven a Pacifico Bilbao en Alameda Rekalde y degusta nuestra carta de sushi baos o especialidades.', 'Una carta bastante completa estilo principalmente asiático en su carta. Las raciones son bastante generosas y de muy buena calidad. Los postres impresionantes...', 'Página · Restaurante de fusión asiática. \U000f16ea. +34 944 36 22 98 ... Pacifico Bilbao está en Pacifico Bilbao. 3 feb. 2024\U000f078b\U000f17e0. \U000f07dd. Mímate!! Ven a Pacífico y cuídate...']"
Bar Anaiak,,137,"4,1",€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Areiltza Doktorearen Zumarkalea, 13, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['12:30–16:30', '20:30–24:00'], 'sábado': ['12:30–16:30', '20:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['Cerrado'], 'miércoles': ['Cerrado'], 'jueves': ['12:30–16:30', '20:30–24:00']}",667 09 92 89,"['Solo hemos tomado algo en la terraza ,había poca barra de pintxos a las 3.30 tarde…Más', 'Fui con unos amigos por primera vez y fueron súper amables, un sitio perfecto para tomar algo.', 'Bar estupendo con distintos licores. Especial mención a la camarera Raquel por la cual seguimos viniendo 23 amigos desde aquella fiesta de soltero; muchas gracias Raquel.']","['Bar de cañas situado en Doctor Areilza junto a Pozas. Es para tomarse algo porque pintxos no tiene. Hay una terracita q medio cubren pero no hay servicio de...', 'Bar de cañas situado en Doctor Areilza junto a Pozas. Es para tomarse algo porque pintxos no tiene. Hay una terracita q medio cubren pero no hay servicio...', 'Bar Lau Anaiak · Bar Lau Anaiak · Bares-Cafeterías · Maria Muñoz 10 · También te pueden interesar · Todos los bares-cafeterías que puedas encontrar. · Descubre...']"
