title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Balicana Restaurant & Lounge,Restaurante lujoso solo para adultos que sirve cócteles y platos de cocina asiática y mediterránea.,15000,"4,1",€€€,Sirve buenos cócteles· Tiene Wi-Fi,"Henao Kalea, 40, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['13:00–1:30'], 'sábado': ['13:00–1:30'], 'domingo': ['11:00–16:00'], 'lunes': ['13:00–18:00'], 'martes': ['13:00–18:00'], 'miércoles': ['13:00–18:00'], 'jueves': ['13:00–24:00', 'Actualizado por esta empresa hace 7 días']}",946 43 11 63,"['Comida muy rica, con diferentes opciones para todo tipo de paladares. Menú del día a un precio razonable y platos decentes. Decoración muy bonita, y en cada…Más', 'El lugar es muy bonito y el servicio amable y rápido pero la comida no estuvo a la altura, el corte de solomillo no estaba bien ejecutado y tenía muchas fibras…Más', 'Comimos a gusto, salvo una ensalada con burrata que llevaba muchas semillas y yo no podía comerlas, no recuerdo si en la carta decía que venía con semillas, no…Más']","['Balicana. Calle Henao 40. 48009 Bilbao. 946 431 163 · restaurante@balicana.es. Balicana. Reservas · Contacto. Gastronomía. Brunch · Menú del día · Carta...', 'El restaurante Balicana Restaurant & Lounge está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/...', '- Dos ambientes: Restaurante & Sushi Lounge - Barra coctelería. Reservas a través de nuestra web . balicana.es/reservas.']"
Restaurante Arana Jatetxea,,372,"4,3",10-20€,,"ibañez de bilbao, 14, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['12:00–23:55'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00'], 'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–23:55']}",944 23 67 95,"['Excelente cocina con una magnífica relación calidad precio. Cuidada presentación de los platos, raciones perfectas y un trato familiar. Experiencia muy gratificante y de visita recomendable', 'Menú buen precio y personal muy amable. En el centro de Bilbao y en plenas fiestas. Un descubrimiento', 'Restaurante de cocina tradicional y también algunos platos ""modernos"", con ambiente tranquilo. Todo bien preparado, presentado y exquisito, y el personal muy…Más']","['El Restaurante Cafeteria ARANA se encuentra situado en el centro de Bilbao en una de las zonas mas emblematicas frente al palacio de justicia.', 'Menú del día. LENTEJAS ESTOFADAS CON TXORIZO CREMA FINA DE VERDURAS CON PICATOSTES ARROZ A LA CUBANA PUDIN DE. Menú del día especial.', 'Me vi muy sorprendido cuando por menos de 20 euros me dieron un menú de lujo elaborado en el momento y servido por excelentes profesionales.']"
CODE Bilbao,Restaurante informal que sirve tapas hamburguesas ensaladas y menús del día con carnes y pescados asados o a la parrilla.,14000,"4,1",10-20€,Tiene terraza· Sirve buenos cócteles· Ideal para ver deportes,"Juan Antonio Zunzunegui Etorb., 7, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['10:00–22:00'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00'], 'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–24:00']}",944 39 23 37,"['Este restaurante cerca de la estación de autobuses está muy bien, el menu del día tiene una excelente relación calidad- precio.…Más', 'Restaurante con menú de fin de semana económico con asteriscos, es decir por 19,90€ incluye primero, segundo, postre, pan y agua pero el agua no es embotellada,…Más', 'Sitio agradable para pasar un buen rato ya sea solo, con pareja o amigos. Disfrutar de unas copas y por qué no cenar, aunque yo sólo estuve ahí con mi pareja…Más']","['Code Bilbao es un restaurante en el centro de Bilbao en el que podrás pedir tu comida a domicilio en Bilbao o recogerla en el local ¡Llámanos ahora!', 'Consulta el menú de Code Bilbao cada semana cambiamos nuestro menú ¡Podrás degustar todas las delicias que realizamos cada semana! ¡Reserva tu mesa!', 'Consulta la carta de Code Bilbao donde podrás ver la carta menú y menús para grupos en Bilbao todo en el centro de Bilbao al lado de termibus.']"
Green Bistrot,Concurrido bistró vegetariano famoso por sus generosos menús y sus pinchos veganos.,16000,"4,0",1-10€,Tiene terraza· Se sirven platos veganos· Sillas altas disponibles,"Calle Juan Ajuriaguerra Kalea, 13, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['7:30–1:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00'], 'miércoles': ['7:30–23:00'], 'jueves': ['7:30–23:00'], 'viernes': ['7:30–1:00']}",944 23 00 89,"['No soy asiduo de asignar 5*, porque entiendo que la máxima puntuación se reserva para sitios realmente especiales y al menos para mí 4* es un buen sitio, pero…Más', 'Me da pena puntuarlo así porque fueron amables, pero es que nos llevamos mucha decepción. Sólo podemos hablar de los platos que probamos. El arroz de mi amiga…Más', 'Tienen Kombucha, los pinxos veganos hmmmnnnn!!!! Riquísimos. Nos llevamos para el vuelo unos cuantos.…Más']","['El restaurante Green Bistrot está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3.5...', 'Barra de pintxos mixta vegana y no vegana Menú del día y menús especiales amplia variedad de platos veganos. Juan de Ajuriaguerra 13 Bilbao Spain...', 'Green Bistrot Bilbao. 1144 Me gusta · 1 personas están hablando de esto · 358 personas han estado aquí. Bar-restaurante de comida vegana y tradicional...']"
GOIZEKO IZARRA,Tapas vascas y especialidades contundentes como chuletas y mollejas rebozadas en un restaurante refinado revestido en madera.,22000,"4,3",€€,Es obligatorio hacer una reserva· Tiene terraza· Tiene comedor privado,"Gregorio de la Revilla Zumarkalea, 9, Abando, 48011 Bilbo, Bizkaia","{'sábado': ['9:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['9:00–1:00'], 'martes': ['9:00–1:00'], 'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00'], 'viernes': ['9:00–1:00']}",944 41 50 18,"['Tenias ganas de probar el restaurante porque es un mítico de Bilbao. Sinceramente, no volveremos. Buena calidad pero precio muy excesivo para otros restaurantes…Más', 'Pedimos los primeros, de entre 5 mesas y no nos traian. Cuando le preguntamos en tono normal al camarero para recordarle que teníamos un chuletón, nos respondió…Más', 'Reservamos mesa para cenar y pedimos mollejas y chuletón para 2. Fuimos los primeros en llegar y en pedir. Nos trajeron las mollejas tras una larga espera,…Más']","['El Goizeko Izarra vuelve reconvertido en un local más moderno y más cómodo pero con la garantía del saber hacer de siempre donde no faltan sus platos típicos...', 'El restaurante Goizeko Izarra está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5...', 'El Restaurante Goizeko Izarra es una buena referencia para disfrutar de los platos típicos de la cocina vasca. Su base es la materia prima autóctona y de...']"
Bar Jaime,,821,"4,5",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Gran Vía de Don Diego López de Haro, 86, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['7:15–1:30'], 'sábado': ['7:15–1:30'], 'domingo': ['Cerrado'], 'lunes': ['7:15–1:30'], 'martes': ['7:15–1:30'], 'miércoles': ['7:15–1:30'], 'jueves': ['7:15–1:30']}",944 42 24 92,"['Parada obligatoria si vas a Bilbao, si te pasas por la mañana podrás degustar una selección de pintxos de muy buen gusto y si eres fan de la tortilla no te ……Más', 'Sitio especializado en café, pintxos, y copas. La tortilla de patata es de las mejores de Bilbao. Tiene terraza fuera. El interior es pequeño pero acogedor.…Más', 'Los camareros un encanto, además tienen unos pintxo espectaculares.. No he tenido todavía la oportunidad de probar la comida pero estoy segura que me va a…Más']","['El restaurante Cafe & Bar Jaime está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 4.5...', 'COCKTAILS · Vermut de la casa. 350 € · Aperol Spritz. 400 € · Negroni Sbagliato. 500 € · Campari Orange Passioni. 600 € · Bloody Mary. 600 € · Dry Martini.', 'Sitio tranquilo agradable con buen servicio y buena atención. Buen local para parar a tomar algo sin prisas o para un buen desayuno a precio razonable. Leer...']"
Basuki,,12000,"4,3",€€,Sirve buenos cócteles· Se sirven platos veganos,"Calle Juan Ajuriaguerra Kalea, 14, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['13:30–16:30', '20:15–1:00'], 'domingo': ['13:30–16:30'], 'lunes': ['Cerrado'], 'martes': ['13:30–16:30', '20:15–0:30'], 'miércoles': ['13:30–16:30', '20:15–0:30'], 'jueves': ['13:30–16:30', '20:15–0:30'], 'viernes': ['13:30–16:30', '20:15–1:00', 'Actualizado por esta empresa hace 10 semanas']}",944 71 77 43,"['La comida genial, pero el trato le da mil vueltas a otros restaurantes de Bilbao. Ibamos con carro de niño y desde el primer momento el trato fue buenísimo. El…Más', 'Hemos comido hoy y ha superado todas nuestras expectativas. El restaurante es bonito, espacioso y muy acogedor. La comida riquísima. Tienen una carta muy…Más', 'Nos gustó mucho la idea de la que parte: cocina innovadora, partiendo de platos tradicionales con toques creativos. Nos encantó todo, pero en especial las ……Más']","['Basuki es un espacio orientado a hacerte disfrutar de la gastronomía de máxima calidad ofreciendo una cocina social creativa y con la mejor materia prima.', 'El restaurante Basuki está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4.5; Calidad/precio: 4; Atmósfera: 4.5...', 'Basuki un concepto innovador que marida cocina de vanguardia basada en la tradición con la coctelería la música y el arte. • Un espacio que se adapta a las...']"
Centroamericano Bar Restaurante,,21,"3,1",,,"Fernández del Campo K., 2, Abando, 48010 Bilbo, Bizkaia",{},630 15 78 25,"['Creo que cambiaron de cocinera o dueños porque la comida ya no es para nada de la misma calidad que antes 😪 ya perdí el único lugar nica que tenía cerca', 'Buen servicio y ambiente, la comida de calidad 10/10', 'Ofrecen asado de ternera/pollo, sopa (8€) y carne mechada (13€). Tardaron un poco en servir pero porciones grandes y muy rico.']","['Reposteria Nica  picos empanadas y pan dulce ahora en su restaurante Centro Americano  Calle Fernandez del Campo 2. Abando 603 15 7825. MESSENGER.', '8 ene 2024 — Centroamericano El Nandaimeño Nicaraguense n.º 25 entre las barbacoas de Bilbao: 40 opiniones y 13 fotos detalladas. Localízalo en el mapa...', 'Centroamericano El Nandaimeño Nicaraguense · Página · Restaurante de carnes asadas · +34 603 15 78 25 · Calificación · 30 40 opiniones.']"
Restaurante Marisquería Serantes,Barra de tapas e ibéricos en una marisquería fa000iar con vivero colección de botellas y adornos marineros.,15000,"4,3",€€€,Tiene terraza· Tiene Wi-Fi· Sillas altas disponibles,"Poza Lizentziatuaren Kalea, 16, Abando, 48011 Bilbo, Bizkaia","{'sábado': ['10:00–1:00'], 'domingo': ['10:00–1:00'], 'lunes': ['9:00–1:00'], 'martes': ['Cerrado'], 'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00'], 'viernes': ['9:00–1:00', 'Actualizado por esta empresa hace 5 días']}",944 21 21 29,"['La comidas expectacular la calidad a de los productos top y el trato del personal de 10 así da gusto ir a un restaurante que tiene comida buena y personal amable y graciosos volvere…Más', 'Nos encantó la comida y la atención genial!\nMe enteré de este restaurante por Google y no falló!…Más', 'Crónica de la visita a restauranteserantes:…Más']","['Restaurante y marisquearía con tres locales y más de 60 años en Bilbao. Bastión de la cocina tradicional vasca en el centro de Bilbao.', 'Restaurante Marisqueria Serantes · Calle Licenciado Poza 16 48011 Bilbao España · Página web · Mejora este perfil.', 'Marisquería; Arroz; Marisco; Pescado; Precio desde: Entre 35€ y 60€; Niños bienvenidos. Compartir. Copiar enlace. Ubicado en una destacada calle de Bilbao en...']"
Restaurante Japonés - 99 SUSHI BAR BILBAO,,174,"4,4",Más de 100€,,,{},,"['Teníamos expectativas del sitio, pero sin duda no fué una buena experiencia. La comida es mediocre para el precio que pagas, casi 40 euros por un tartar de atún…Más', 'Hemos ido por mi cumpleaños en familia, ya que es verdad que el precio no es el mejor para el dia a dia. Sin embargo la relacion calidad precio va en acorde.…Más', 'De viaje con destino a Cantabria paramos en Bilbao para cenar. Nos apetecía comida japonesa. Sin reserva hemos conseguido una mesa sin problemas. El ambiente es…Más']","['99 SUSHI BAR BILBAO ; HORARIO LUNES A SÁBADO 13:30 A 16:00 / 20:30 A 23:30. DOMINGOS 13:30 A 16:00 ; TELÉFONO +34 944 432 456 ; DIRECCIÓN Calle Ercilla 37 48011...', '18 opiniones#499 de 987 restaurantes en Bilbao€€€€JaponesaSushiFusión japonesa. Calle Ercilla 37 48011 Bilbao España +34 944 43 24 56 Página web Añadir...', 'TAKE AWAY BILBAO ; HORARIO. LUNES A SÁBADO 13:30 A 16:00 / 20:30 A 23:30. DOMINGOS 13:30 A 16:00 ; PEDIDO ONLINE. HACER PEDIDO ; TELÉFONO. +34 944 432 456.']"
Bar Basque,,97,"4,5",1-10€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Astarloa Kalea, 1, Abando, 48001 Bilbo, Bizkaia",{},,"['Estupendo bar de copas. Buen servicio y con una bodega tanto de destilados, champagnes y vinos muy buena. Un clásico de Bilbao al que hay que ir.…Más', 'Durante el año un fijo para los vermuts preparados y el pintxo de salmón. Los precios no son populares; pero merece por el conjunto. Parada obligada en fiestas de Bilbao.…Más', 'QUE bien lo hemos pasado el viernes! Muchas gracias a la camarera que se porto genial con nosotras! No se cómo te llamas 😂 Pero volveremos para darte las gracias personalmente! 😘😘']","['El restaurante Bar Basque Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Bar Basque Bilbao · Página · Bar de vinos · +34 944 24 26 21 · barbasque.es.', 'Información. Especialidad: Champagnes y cavas. Ofrecemos: Destilados con más de 140 referencias de gin más de 100 rones más de 100 whiskys unos 80 vodkas...']"
Los Arcos,,715,"4,2",1-10€,Tiene terraza· Ideal para ver deportes,"Hurtado de Amezaga Kalea, 18, Abando, 48008 Bilbo, Bizkaia","{'sábado': ['9:30–22:30'], 'domingo': ['Cerrado'], 'lunes': ['8:30–21:00'], 'martes': ['8:30–21:00'], 'miércoles': ['8:30–21:00'], 'jueves': ['8:30–21:00'], 'viernes': ['8:30–21:00']}",944 15 33 05,"['Buen lugar para comer unas riquísimas morcillas, de las mejores que he comido nunca. El Bacalao al Pil-Pil, fantástico, para chuparse los dedos. En general todo lo que probamos e…Más', 'Muy buenos precios, y bueno para comer.', 'Siempre que voy a Bilbao paramos allí a picar algo. El servicio es muy bueno. Los pintxo económicos y encima ricos. Menús del día buena calidad precio. Recomiendo txipirones en su tinta…Más']","['Cerveza super barata a un euro y pinchos ricos a un euro también. No hay mucha variedad pero lo que hay está bueno. Fecha...', 'En tres palabras: Calidad calidad y precio. Contacto. Hurtado de Amezaga 18 Bilbao. 944153305.', 'Lugar ideal para picar algo rápido y barato. Variedad de pinchos. También da menús diarios. Recomiendo el sitio. En el mismo centro de Bilbao. Relación calidad...']"
Bilbao Berria Ledesma,Pinchos y platos de carne y pescado sofisticados y tradicionales en un restaurante moderno de estilo industrial.,27000,"4,4",€€€,Tiene terraza· Sirve buenos cócteles· Tiene Wi-Fi,"Ledesma Musikariaren Kalea, 26, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['12:00–24:00'], 'domingo': ['12:00–17:00'], 'lunes': ['12:00–24:00'], 'martes': ['12:00–24:00'], 'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–24:00']}",944 24 92 73,"['Restaurante impresionante en pleno Bilbao. Disfrute y buen comer está más que asegurado. Todos los platos están elaborados con producto de calidad y cocina de…Más', 'Espectacular. Buen servicio. UN 10 EN TODO. La carne muy buena.Comida: 5/5 | Servicio: 5/5 | Ambiente: 5/5Platos recomendados Jamón Ibérico Cortado A ……Más', 'Estuvimos tomando unas tapas y estaban buenas pero no eran tan elaboradas y bien presentadas como otros bares de Bilbao. La atención del camarero muy bien. Llevaba él solo la terraza…Más']","['Restaurante de alta gastronomía y sabores de contraste. Ofrece una cocina vasca enfocada a producto donde se trabajan las combinaciones de los sabores más...', 'Tataki de atún salsa de soja y sésamo. 19€. Croqueta de calamar. Unidad 325€. Croqueta de jamón ibérico. Unidad 3€. Ceviche de corvina.', 'En 2014 inauguró Bilbao Berria Ledesma y en 2018 Basuki ambos situados en el barrio de Abando en pleno corazón de Bilbao. La filosofía del grupo es...']"
CINNAMON coffelab & urban food,,12000,"4,0",10-20€,Tiene terraza· Se sirven platos vegetarianos· Se admiten perros,"Done Bikendi Kalea, 3, Abando, 48001 Bilbo, Bizkaia",{},688 89 41 73,"['Lugar muy bien decorado aunque con trazos de no haber sido restaurada, el suelo no está pulido y no sigue una continuidad lineal. La comida buena, rica, pero…Más', 'Local muy amplio y bonito, a la hora a la que fuimos no estaba muy concurrido. Variedad de comida saludable perfecto para hacer un brunch o desayunar/merendar o…Más', 'Un sitio original y con muy buen producto si lo que quieres es desayunar en 5 minutos y que te estén echando con la cuenta en mesa.…Más']","['Fuimos a comer un brunch el día de nochebuena ya que había oido hablar bien del lugar…. El sitio tiene una decoración curiosa… es bastante amplio y con...', ""NO RESERVATIONS•NO WIFI•NO CREDIT CARD. calle san vicente 3 Bilbao Spain 48001. plateselector.com/cinnamon. Cakes's profile picture."", 'CINNAMON Bilbao. 2511 Me gusta · 587 personas han estado aquí. Coffe & Tea Lab Urban Food Gastrotalleres Brunch Craftbeer.']"
Clandestino,,252,"4,2",€€,,"Lersundi K., 4, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['11:00–1:30'], 'sábado': ['11:30–1:30'], 'domingo': ['11:30–19:00'], 'lunes': ['11:00–23:30'], 'martes': ['11:00–23:30'], 'miércoles': ['11:00–23:30'], 'jueves': ['11:00–0:30', 'Actualizado por esta empresa hace 1 semana']}",946 52 31 68,"['Hemos comido un Sábado con el comedor lleno y el servicio es increíblemente bueno. La comida está muy rica cocinada, a los sabores me refiero y la presentación…Más', 'Clandestino en Bilbao…Más', 'Restaurante con unos meses de trayectoria en Bilbao, son varias las visitas que le he hecho y en todas ellas he salido satisfecho.…Más']","['Clandestino se presenta como un nuevo concepto gastronómico un reflejo del nuevo Bilbao. Un lugar que te sorprenderá por su mezcla de comida típica platos...', 'Cocina vasca en Bilbao. Recetas tradicionales. Toques Modernos. En Clandestino disponemos de alta cocina para los paladares más exigentes.', 'Menú del día en Bilbao ☑ La mejores opciones de gastronomía vasca Reserva tu mesa de forma ágil ☎ 946 523 168.']"
Mariena,,1,"4,0",,,"San Mames Zumarkalea, 43 (bis, Abando, 48010 Bilbo, Bizkaia",{},,"['Buen sitio para desayunar, picar, comer... Exquisitos pintxos con buen trato y ambiente agradable. Céntrico buena opción en Bilbao.']","['En Marina realizamos desde pequeños proyectos de decoración hasta una reforma integral de tu hogar ... Más de cuatro décadas en el centro de Bilbao. Miles de...', 'Marina Bilbao. 909 Me gusta · 35 personas están hablando de esto · 9 personas han estado aquí. DISEÑO Y DECORACIÓN EN BILBAO ______ El hogar que...', 'Desde 1979 ✨ Haz realidad la cocina de tus sueños en el centro de Bilbao. Visita nuestro estudio de decoración: @marinaestudio · Ercilla 39 Bilbao Spain 48011.']"
Restaurante Cevitxef,Bar restaurante moderno y acogedor de cocina peruana que sirve ceviche pasta y ostras.,12000,"4,7",20-30€,Tiene terraza· Sirve buenos cócteles,"Alameda de Recalde, 53, Abando, 48010 Bilbao, Biscay","{'sábado': ['13:00–16:00', '20:00–23:00'], 'domingo': ['13:00–16:00'], 'lunes': ['13:00–16:00', '20:00–22:30'], 'martes': ['13:00–16:00', '20:00–22:30'], 'miércoles': ['13:00–16:00', '20:00–22:30'], 'jueves': ['13:00–16:00', '20:00–22:30'], 'viernes': ['13:00–16:00', '20:00–23:00']}",946 12 39 71,"['Nos atendió Matías, fue muy atento.\nPedimos varios platos fríos y nos pareció que eran ricos cada uno de ellos.…Más', 'Explosión de sabores (pasamos del ácido, dulce y picante en un sólo plato), servicio rápido y personal amable.…Más', 'Fuimos tres amigos y pedimos para compartir el tiradito de tuna, el ceviche mixto y el ceviche de langostino. Nos pareció una comida muy diferente que cuenta ……Más']","['La cevichería de Bilbao sabores peruanos y venezolanos mimetizados con el entorno y plasmados en platos saludables frescos exóticos y deliciosos.', 'El restaurante Cevitxef está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Información del restaurante. Alameda Recalde 53 48010 Bilbao España · 011 34 946 12 39 71 ... Cevitxef Bilbao. Cevitxef; Restaurantes en Bilbao - Opiniones...']"
Bar SantaMaría,,14000,"4,6",1-10€,Tiene terraza· No se aceptan reservas,"Andra Maria Kalea, 18, Ibaiondo, 48005 Bilbo, Bizkaia","{'sábado': ['11:00–24:00'], 'domingo': ['12:00–16:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00'], 'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00'], 'viernes': ['8:30–24:00']}",,"['Nos había recomendado el sitio , nuestra hija. Hemos probado varios tipos de pinchos, cada uno más bueno que el otro. El servicio y la atención de las…Más', 'Pinchos hechos al momento, el servicio muy bueno y rápido, es un sitio que siempre está lleno por algo.…Más', 'Lo vimos de casualidad. Y cada vez que vayamos a Bilbao lo vamos a tener como parada obligatoria, se lo recomiendo a todo el mundo. Tapas a la brasa y variadas.…Más']","['228 opiniones#35 de 987 restaurantes en Bilbao€€ - €€€BarMediterráneaEuropea. Calle Santa Maria 18 48005 Bilbao España +34 944 15 05 34 Página web. Abierto...', 'Excelente bar de tapas las mejores de Bilbao. Gemma muy profesional da gusto verla trabajar súper eficiente. Más comentarios en Google.', 'Descubre el bar Santa María donde comer pinchos elaborados al momento en el Casco Viejo de Bilbao.']"
Lucky Baster,,269,"4,7",20-30€,Es obligatorio hacer una reserva,"Barraincúa Kalea, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['12:30–24:00'], 'domingo': ['12:30–16:00'], 'lunes': ['Cerrado'], 'martes': ['12:30–16:00', '19:00–23:00'], 'miércoles': ['12:30–16:00', '19:00–23:00'], 'jueves': ['12:30–16:00', '19:00–23:00'], 'viernes': ['12:30–24:00', 'Actualizado por esta empresa hace 3 semanas']}",946 43 85 90,"['Lo destacaría sobre todo como una buena opción para pedir platos para compartir. Yendo solo te vas a ver más inclinado a tener que pedir el menú que a pedir de…Más', 'Ricos platillos en un ambiente agradable y luminoso con una música de fondo excelente. Los cogollos a la brasa riquísimos, y la berenjena con mayonesa de miso,…Más', 'Excelente sitio para acudir en grupo, ya que las mesas están bien separadas, la música no está muy alta y se puede conversar tranquilamente. Los mozos instruyen…Más']","['Ofrecen raciones abundantes con buena relación calidad precio. Local moderno y personal muy amable. A destacar la deliciosa torrija como postre.', 'Baster: tu dosis diaria de vermutazo pintxos y bocatas. Lucky Baster según la National Geographic: comida tragos y risas. Reserva o pide x Glovo .', 'Una pequeña barra y mesas altas en la entrada invitan a tomar una de sus gildas o el famoso grillo bilbaíno. Al fondo mesas a lo largo de un banco con vistas a...']"
La Camelia Vegan Bar,Bar minimalista de diseño con menú vegano y bebidas.,15000,"4,4",10-20€,Tiene terraza· Se sirven platos veganos· Tiene Wi-Fi,"Villarías Kalea, 3, Abando, 48001 Bilbo, Bizkaia",{},946 11 26 12,"['Vinimos porque ya la filosofía que vinimos en internet de este sitio nos gustó. Somos vegetarianos y nos cuesta mucho encontrar sitios para comer que lo Sean. ……Más', 'En mi estancia en Bilbao, fui dos veces. La primera un domingo en la noche sin reserva y el local estaba a reventar. Pedí para llevar un menú maki con gyozas y…Más', 'Todo delicioso, la camarera muy amable y atenta.\nPedimos unos makis (solo dos porque no teníamos mucha hambre pero los queríamos…Más']","['La Camelia: restaurante vegano y vegetariano en Bilbao. Deliciosa comida vegana menú saludable y ambiente acogedor. ¡Reserva y disfruta de una experiencia...', 'La Camelia Vegan Bar · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Calle Villarias 3 48001 Bilbao España.', '2686 Followers 1306 Following 259 Posts - See Instagram photos and videos from La Camelia Vegan Bar @lacameliaveganbar']"
Krunch,Bancos de madera corrida y decoración bávara en bocadillería con tapas raciones y cervezas internacionales.,721,"3,7",10-20€,No se aceptan reservas· Hay menú infantil,"Urkixo Zumarkalea, 10, Abando, 48008 Bilbo, Bizkaia","{'sábado': ['13:00–16:30', '19:30–23:45'], 'domingo': ['13:00–16:30', '19:30–22:30'], 'lunes': ['13:00–16:30', '19:30–22:30'], 'martes': ['13:00–16:30', '19:30–22:30'], 'miércoles': ['13:00–16:30', '19:30–22:30'], 'jueves': ['13:00–16:30', '19:30–22:30'], 'viernes': ['13:00–16:30', '19:30–23:30']}",944 79 37 75,"['Muy buen sitio, y el servicio muy bueno los camareros muy agradables y majos lo recomiendo a toda gente que le guste la comida tipo hamburguesas, bocadillos, etc.', 'Me alojo enfrente y he decidido hacer pedido para llevar y comer tranquila en la habitación del hotel. Todo genial, atención muy amable, y el bocadillo de ibérico y setas muy muy bueno…Más', 'No es lo que era ni de broma. Cierto es que hace años que no iba, pero los bocatas ahora son carísimos y no te los pasan por la plancha como antes. Ya no veo diferencias entre com…Más']","['Muy buen sitio y el servicio muy bueno los camareros muy agradables y majos lo recomiendo a toda gente que le guste la comida tipo hamburguesas bocadillos...', 'En tres palabras: Alta cocina entre panes. Contacto. Alameda Urquijo 10 Bilbao. 944793775.']"
Restaurante San Gotardo,,316,"4,4",10-20€,Tiene terraza· Tiene Wi-Fi· Se admiten perros,"Diputazio Kalea, 2, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['12:00–23:00'], 'domingo': ['12:00–16:00'], 'lunes': ['9:30–22:00'], 'martes': ['9:30–22:00'], 'miércoles': ['9:30–22:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:30–23:00']}",944 24 35 97,"['Comida tradicional echa al día .muy rica q no hay q dejar de probar , ven y cuentalo', 'Conocimos este restaurante el año pasado, y este año hemos vuelto. La calidad en toda su comida ea insuperable! Sus pinchos, alcachofas, la exquisita…Más', 'Cada vez que viajo a Bilbao por trabajo voy a comer el menú del día al Restaurante Dan Gotardo con mi madre.…Más']","['Auténtica comida casera en un ambiente cálido y acogedor.Desayunos menú del día gastro-bar y servicio para llevar.', 'Restaurante San Gotardo Bilbao. 624 Me gusta · 22 personas están hablando de esto · 95 personas han estado aquí. En San Gotardo mimamos cada detalle y...', 'Es barato y está muy bien situado pero el menú me ha parecido correcto pero muy sencillo. La terraza es buena y esta bien decorado.']"
Cafetería Harizki,,331,"4,1",10-20€,Tiene terraza· Sirve buenos cócteles,"Ledesma Musikariaren Kalea, 4, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['8:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–24:00'], 'martes': ['8:00–24:00'], 'miércoles': ['8:00–24:00'], 'jueves': ['8:00–24:00'], 'viernes': ['8:00–24:00']}",944 24 80 51,"['Doy cuatro estrellas por la rapidez y la profesionalidad de la camarera. Sábado y menú del día 16,50€. Viendo pasar algunos platos, tanto la ensalada mixta como…Más', 'Un lugar extraordinario. Buena comida y buen trato. Lo único que lamento es no haberlo descubierto antes en mi viaje a Bilbao. Volveré para probar de nuevo sus exquisitas lentejas.', 'Siempre una gran relación calidad precio.']","['Es un restaurante con un trato al cliente cercano y atento pese a estar desbordadosla comida de calidad media-alta destaca sobre todo por su abundancia y...', 'Bar céntrico con comidas a mediodía. En nuestro local podrás disfrutar de nuestras tapas deliciosas además de una refrescante bebida fría y una bebida...', 'En tres palabras: Calidad precio y servicio. Contacto. Ledesma 4 Bilbao. 944248051.']"
