title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Dike 1 - Cocktail Bar & Restaurante,,364,"4,2",10-20€,Tiene terraza· Sirve buenos cócteles· Tiene música en directo,"Dique Kalea, 1, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia",{},944 41 88 88,"['Es un sitio muy chulo, con terraza cerrada y otra parte abierta. Está muy oscuro dentro hasta por la tarde entre semana. Sorprende la de gente muy muy joven que…Más', 'Terraza de lo más agradable junto a la Ría en Olabeaga. Hoy que hacía 20 grados, se estaba súper a gusto tomando algo y disfrutando de las vistas. Precios de terraza (3,5€ la caña).…Más', 'Buen lugar para tomar un combinado o un cóctel por la tarde, lugar bien ambientado y tranquilo durante las tardes y hasta el anochecer, que cambia el ambiente a algo más movido y ju…Más']","['Fiestas privadas. Con unas vistas privilegiadas a la Ría de Bilbao dispone de un amplio espacio tanto interior como exterior. Ofreciendo experiencias...', 'Bar & Restaurante. Enlaces. COCKTAILS · CARTA · VINOS & CHAMPAGNES · SHISHAS · MENÚS · RESERVAR. Dirección. C/ Dike 1 48013 - Bilbao. Tel: 944 41 88 88. Correo...', 'No hay disponibilidad en el restaurante Dike 1 - Cocktail Bar & Restaurante para ... C/ Dike 1 48013 - Bilbao. Tel: 944 41 88 88. Correo: dike1@dike1.com.']"
La taberna de Zarate,,915,"4,2",1-10€,Tiene terraza· Tiene Wi-Fi· Sillas altas disponibles,"Fernández del Campo K., 35, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['11:00–23:30'], 'lunes': ['Cerrado'], 'martes': ['10:00–23:30'], 'miércoles': ['10:00–23:30'], 'jueves': ['10:00–23:30'], 'viernes': ['10:00–24:00']}",946 07 31 09,"['Fuimos un grupo de 11 personas a cenar y nos dió da la impresión de que este establecimiento comienza a morir de éxito. Porque nos sirvieron una tortilla ……Más', 'Dudaba en poner este comentario, pero después de leer todas las quejas del personal... no me ha extrañado nada lo que me ha sucedido. Pido un zurito y un pincho…Más', 'Sin duda una de las mejores tortillas de Bilbao. La picante, con alegrías, es un vicio. Punto de cuajado perfecto, buen punto de sal y riquísima.…Más']","['La taberna de Zarate · Cocina abierta todo el día. Reservas únicamente al teléfono 946073109...', 'La Taberna de Zarate · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Fernández del Campo Kalea 35 48010 Bilbao...', 'Horarios Cerrado ahora · Martes de 10:00 a 23:30 · Miércoles de 10:00 a 23:30 · Jueves de 10:00 a 23:30 · Viernes de 10:00 a 00:00 · Sábado de 10:00 a 00:00...']"
Bar La Rueda de Bilbao -basque food-,,155,"4,3",1-10€,,"Pablo de Alzola Kalea, 3, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'sábado': ['9:00–24:00'], 'domingo': ['10:00–23:00'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00'], 'miércoles': ['7:30–23:00'], 'jueves': ['7:30–24:00'], 'viernes': ['7:30–24:00', 'Actualizado por esta empresa hace 2 semanas']}",631 40 56 34,"['El mejor lugar para pasar el rato y disfrutar de unos excelentes pintxos, todo el personal es maravilloso y brindan una atención de 10! 100% recomendado!…Más', '100% recomendable. Pintxos, raciones y cazuelitas muy buenas a buen precio. Buen sitio para tomar algo y comer en muy buen ambiente. El trato muy amable y crecano 👏👍', 'Local agradable,buen cafe y ricos pintxos, ademas de un trato super amable del camarero…Más']","['Ve 3 fotos de 51 visitantes sobre bueno para ocasiones especiales y pintxos. ""Muy buena barra de pintxos y buenas copas preparadas""', 'Restaurants near Bodegas Ramon Bilbao · Casa Lola · Palacio De Bornos · El Cano De La Vega · La vina de Rueda · Restaurant Abrasador El Astral · El Horno De La Vina...', 'Bar con decoración muy original y terraza en zona peatonal. No atienden en terraza en verano. Las copas normales las preparan bien pero cuestan 75€ u 8€...el...']"
METTXA RESTAURANTE,,560,"4,3",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirven platos veganos,"Simón Bolívar Kalea, 17, Abando, 48010 Bilbo, Bizkaia",{},946 43 31 73,"['Entramos a comer y nos atendieron rápido, en el primer plato casi nos lo retiran sin acabar, tuvimos que decirle que no habiamos acabado.…Más', 'Buen menú del día. Platos muy generosos. Buena presentación. Y buena calidad. Y la atención de 10. Vol…Más', 'Lo conocia de otra visita a Bilbao.\nDisfrute de sus pintxos y esta vez degustamos el restaurante.…Más']","['Ofrece un espacio acogedor íntimo y único en Bilbao que presenta una cocina auténtica que mezcla tradición con toques creativos.', 'Muy buena comida y buena música de ambiente. Menu variado y de excelente calidad desde los primeros al postre. Rapidez en servir y muy atentos a todo. Es...', 'Un espacio tranquilo donde disfrutar de la mejor cocina de tendencia y los mejores vinos. Calle Simon Bolivar 17 Bilbao Spain 48010. www.mettxa.com.']"
Bar Roma cafeteria,,589,"4,5",1-10€,,"Etxaniz Suhiltzailearen Plaza, s/n, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['Cerrado'], 'domingo': ['9:00–15:00'], 'lunes': ['7:15–22:00'], 'martes': ['7:15–22:00'], 'miércoles': ['7:15–22:00'], 'jueves': ['7:15–22:00'], 'viernes': ['7:15–22:00']}",944 21 31 77,"['Camarero muy amable, comida excelente y precio muy razonable, sin duda para repetir!!…Más', 'Local acogedor aunque algo incomodo y estrecho en el paso entre la barra y las mesitas para tomar algo. Camarero correcto tras la barra, con servicio atento y ……Más', 'El café esta bueno.\nLa tortilla aceptable.…Más']","['El restaurante Bar Roma está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 5; Calidad/precio: 4.5; Atmósfera:...', 'Para mí los mejores pinchos de Bilbao. Un servicio excelente y una amabilidad y trato impecable. Precio normal. Seguro que volveré. Jacqueline B. Small is...', 'Bar Roma es un lugar de encuentro donde puedes degustar unos exquisitos pinchos una variada seleccion de vinos y buen ambiente.']"
Swansea Cafetería Restaurante,,13000,"4,5",1-10€,,"Rodríguez Arias K., 70, Abando, 48013 Bilbo, Bizkaia","{'sábado': ['6:00–1:00'], 'domingo': ['Cerrado'], 'lunes': ['6:00–24:00'], 'martes': ['6:00–24:00'], 'miércoles': ['6:00–24:00'], 'jueves': ['6:00–24:00'], 'viernes': ['6:00–24:00']}",946 43 37 48,"['El local desde la calle se ve bien, está muy iluminado. Por dentro es acogedor. Hay sofás para sentarse y butacas suficientes en la barra. En el exterior tienen…Más', 'Mucha gente, sinónimo de desayunos de calidad. Personal muy agradable y trato cercano. 3,5 desayuno de pintxo de tortilla y café. Tortillas de mucha calidad, aunque cuenta con sa…Más', 'Una de las mejores cafeterías en Bilbao. Todo el personal super amable... en especial Winston, que nos tuvo mucha pero mucha paciencia. Muchas gracias por todo chicos. En nuestra…Más']","['Cafeteria Swansea · Calle de Rodriguez Arias 70 Calle de Rodriguez Arias casi esquina Sabino Arana 48013 Bilbao España · Página web · Mejora este perfil.', 'Cafetería Swansea Bilbao Spain. 537 likes · 102 were here. Cafetería Swansea ofrece una gran variedad de pintxos tambien se dan comidas y cenas!!', 'Cafeteria Swansea: Bar Swansea - 148 opiniones y 70 fotos de viajeros y ofertas fantásticas para Bilbao España en Tripadvisor.']"
Bar La Taberna Basurto,,284,"4,4",10-20€,Tiene terraza,"Iturribarria Kalea, 6, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'sábado': ['10:00–22:00'], 'domingo': ['10:00–22:00'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00'], 'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–23:30', 'Confirmado por esta empresa hace 8 semanas']}",944 00 42 88,"['Hemos probado muchas de las raciones y bocadillos de la carta. Calidad-precio muy bueno, raciones generosas en general. La chica joven que nos atendió fue super amable y atenta,…Más', 'Comida casera. Menú del día relación calidad-precio insuperable. Me pedí una crema de verduras, churrasco y tarta de galletas y chocolate. Todo espectacularmente rico. La camare…Más', 'Da gusto encontrar sitios como la taberna de Basurto, hamburguesas de elaboración propia con un pan perfecto, un plato contundente casero.…Más']","['Ubicación y contacto. Iturribarria Kalea 6 Calle Peatonal 48002 Bilbao España.', ""Un bar 'normal' reconvertido en templo de las hamburguesas. Bajo la apariencia de un bar 'normal' se esconde la mejor hamburguesa ibérica de todo Bilbao o sea..."", '25 may 2020 — Tortillas y calamares en la Taberna Basurto. Lectores recomiendan este bar de Bilbao Iturribarria 6.']"
Las Segovias,,134,"4,4",10-20€,,"María Díaz Haroko K., 38, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['12:30–2:30'], 'sábado': ['12:30–2:30'], 'domingo': ['12:30–23:00'], 'lunes': ['13:00–22:30'], 'martes': ['Cerrado'], 'miércoles': ['12:30–22:30'], 'jueves': ['13:00–24:00']}",686 42 33 88,"['Hemos ido por primera vez a probar comida nicaragüense y nos ha encantado. El servicio muy bueno, la chica que nos atendió nos explico todo al detalle y nos…Más', 'Hemos comido aquí por primera vez y nos ha dejado con muchas ganas de volver. La comida era abundante y con mucho sabor, productos de calidad y presentación…Más', 'Comida Nicaragüense con gran sabor. Nos encanta probar cosas nuevas y que nos recomiende el camarero ( que es encantador) lo que considere. Los mejores jugos…Más']","['Nuestros platillos de Navidades y Fin de Año muchisimas gracias por su preferencia. Somos #LasSegovias #mariadiazdeharo38 #indautxu ☎️ 686 423 388 ... Bar Las...', '26 ene 2024 — Las Segovias n.º 580 entre los pubs y bares de Bilbao: 147 opiniones y 28 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Consigue las mejores ofertas para Las Segovias en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Cafetería Restaurante Gredos,Un capote y fotos taurinas ambientan un café-restaurante de cocina española con cazuelitas pinchos y terraza.,463,"4,3",1-10€,Tiene terraza· Sirve buenos cócteles,"Urkixo Zumarkalea, 50, Abando, 48011 Bilbo, Bizkaia","{'sábado': ['9:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–22:30'], 'martes': ['7:30–22:30'], 'miércoles': ['7:30–22:30'], 'jueves': ['7:30–22:30'], 'viernes': ['7:30–22:30']}",944 21 18 45,"['Soy cliente habitual y vivo en la zona. Café rico y bien hecho, las tortillas buenas, los pinchos clásicos pero bien y buena selección de vinos. Si quieres un ……Más', 'La calidad de la comida, y la amabilidad de todo el personal, hace totalmente recomendable este restaurante. ¡¡Enhorabuena!!…Más', 'tratar esquisito y unas alubias con sacramentos de 10!']","['Menú diario desayunos y elaboraciones caseras. Restaurante Gredos. Alameda Urquijo 50 Bilbao.', 'Menú 1. de Lunes a Viernes. Entrantes para compartir. Ensalada templada de ventresca y piquillos. Setas a la plancha con Ibéricos. Segundos.', 'Restaurante Gredos · Alameda de Urquijo 50 48011 Bilbao España · Página web · Mejora este perfil.']"
Bar Bodega Cb,,196,"3,9",1-10€,Tiene terraza· No se aceptan reservas· Se sirve comida en el bar,"Poza Lizentziatuaren Kalea, 64 Bj, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['9:00–15:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00'], 'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–22:00']}",944 41 96 88,"['La mala educación y la prepotencia del camarero de este bar son dignas de estudio. Es increíble. Todas las veces que he estado ha demostrado esa actitud, que al…Más', 'El camarero es un desagradable. He estado varias veces, y todas ellas contesta mal, así que no es cosa de un día. Lo mismo llama vieja a una señora que está en…Más', 'Increíble el mal trato que ha tenido el camarero, no sé como puede haber gente así cara al público. LAMENTABLE !!…Más']","['20 feb 2024 — Bar Bodega Cb n.º 46 entre los pubs y bares de Bilbao: 193 opiniones y 37 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Es un bar bien situado con una terraza cómoda y espaciosa. El café es de los mejores que he probado y los pintxos variados y riquísimos; sobre todo...', 'BAR BODEGA C.B.. Licenciado Poza 64. 48013 Bilbao VIZCAYA. Tel. 944422779. Categorías relacionadas. Bares.']"
